clean_name,singer_id,technique,atlas_group,gt_lyrics,asr_hypothesis
EN-Alto-2__breathy__control__0004,EN-Alto-2,breathy,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__breathy__control__0008,EN-Alto-2,breathy,control,where the fields are green <AP> to see you once again my <AP> love <AP>,love can touch us one time and last for a lifetime
EN-Alto-2__breathy__control__0003,EN-Alto-2,breathy,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__breathy__control__0002,EN-Alto-2,breathy,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__breathy__control__0005,EN-Alto-2,breathy,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__breathy__control__0006,EN-Alto-2,breathy,control,feel the world around me <AP> i had no time to choose <SP>,to be where i am and i'm gonna be standing right beside her tonight
EN-Alto-2__breathy__control__0001,EN-Alto-2,breathy,control,this all or nothing really got a way of driving me crazy <SP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__breathy__control__0009,EN-Alto-2,breathy,control,you're my <AP> end and my beginning <AP> even when i lose i'm winning <AP>,and never let go to we've gone love was when i loved
EN-Alto-2__breathy__control__0000,EN-Alto-2,breathy,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__breathy__control__0007,EN-Alto-2,breathy,control,what i chose to do <SP> so go easy <AP> on me <SP>,and i'm gonna be by your side i will never leave when she needs me most
EN-Alto-2__breathy__control__0011,EN-Alto-2,breathy,control,sometimes it lasts in love <AP> but sometimes it hurts instead <SP>,sometimes it lasts in love but sometimes it hurts instead
EN-Alto-2__breathy__control__0004,EN-Alto-2,breathy,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__breathy__control__0008,EN-Alto-2,breathy,control,where the fields are green <AP> to see you once again my <AP> love <AP>,love can touch us one time and last for a lifetime
EN-Alto-2__breathy__control__0003,EN-Alto-2,breathy,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__breathy__control__0002,EN-Alto-2,breathy,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__breathy__control__0010,EN-Alto-2,breathy,control,sometimes it lasts in love but sometimes it hurts instead <AP>,you when true time i hold to in my life will always go on
EN-Alto-2__breathy__control__0005,EN-Alto-2,breathy,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__breathy__control__0001,EN-Alto-2,breathy,control,this all or nothing really got a way of driving me crazy <SP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__breathy__control__0000,EN-Alto-2,breathy,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__breathy__control__0004,EN-Alto-2,breathy,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__breathy__control__0003,EN-Alto-2,breathy,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__breathy__control__0002,EN-Alto-2,breathy,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__breathy__control__0005,EN-Alto-2,breathy,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__breathy__control__0006,EN-Alto-2,breathy,control,feel the world around me <AP> i had no time to choose <SP>,to be where i am and i'm gonna be standing right beside her tonight
EN-Alto-2__breathy__control__0001,EN-Alto-2,breathy,control,this all or nothing really got a way of driving me crazy <SP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__breathy__control__0000,EN-Alto-2,breathy,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__breathy__control__0007,EN-Alto-2,breathy,control,what i chose to do <SP> so go easy <AP> on me <SP>,and i'm gonna be by your side i will never leave when she needs me most
EN-Alto-2__breathy__control__0004,EN-Alto-2,breathy,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__breathy__control__0008,EN-Alto-2,breathy,control,where the fields are green <AP> to see you once again my <AP> love <AP>,love can touch us one time and last for a lifetime
EN-Alto-2__breathy__control__0003,EN-Alto-2,breathy,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__breathy__control__0002,EN-Alto-2,breathy,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__breathy__control__0005,EN-Alto-2,breathy,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-1__vibrato__control__0006,EN-Alto-1,vibrato,control,edelweiss <AP> edelweiss <SP>,edelweiss edelweiss
EN-Alto-1__vibrato__control__0001,EN-Alto-1,vibrato,control,every morning you greet me <SP>,every morning you greet me
EN-Alto-1__vibrato__control__0000,EN-Alto-1,vibrato,control,<SP> edelweiss <AP> edelweiss <AP>,doe wise ettle wise
EN-Alto-1__vibrato__control__0007,EN-Alto-1,vibrato,control,bless my homeland forever <SP>,bless my homeland forever
EN-Alto-1__vibrato__control__0004,EN-Alto-1,vibrato,control,<SP> blossom of snow may you bloom and grow <SP>,blossoms snow may you bloom and grow
EN-Alto-1__vibrato__control__0003,EN-Alto-1,vibrato,control,you look happy to meet <SP> me <SP>,you look happy to meet me
EN-Alto-1__vibrato__control__0002,EN-Alto-1,vibrato,control,small and white <AP> clean and bright <SP>,small and white clean and bright
EN-Alto-1__vibrato__control__0005,EN-Alto-1,vibrato,control,bloom and grow forever <AP>,bloom and grow forever
EN-Alto-1__vibrato__control__0006,EN-Alto-1,vibrato,control,edelweiss <AP> edelweiss <SP>,edelweiss edelweiss
EN-Alto-1__vibrato__control__0001,EN-Alto-1,vibrato,control,every morning you greet me <SP>,every morning you greet me
EN-Alto-1__vibrato__control__0012,EN-Alto-1,vibrato,control,you are safe in my heart and <SP> my heart will go on and on,you're safe in my heart and my heart will go on and on
EN-Alto-1__vibrato__control__0009,EN-Alto-1,vibrato,control,<SP> you're here <AP> there's nothing i fear <SP>,you're here there's nothing i fear
EN-Alto-1__vibrato__control__0000,EN-Alto-1,vibrato,control,<SP> edelweiss <AP> edelweiss <AP>,doe wise ettle wise
EN-Alto-1__vibrato__control__0007,EN-Alto-1,vibrato,control,bless my homeland forever <SP>,bless my homeland forever
EN-Alto-1__vibrato__control__0011,EN-Alto-1,vibrato,control,we'll stay <SP> forever this way <AP>,we'll stay forever this way
EN-Alto-1__vibrato__control__0004,EN-Alto-1,vibrato,control,<SP> blossom of snow may you bloom and grow <SP>,blossoms snow may you bloom and grow
EN-Alto-1__vibrato__control__0008,EN-Alto-1,vibrato,control,and you're here in my heart and <SP> my heart will go on and on <SP>,and you're here in my heart and my heart will go on and on
EN-Alto-1__vibrato__control__0003,EN-Alto-1,vibrato,control,you look happy to meet <SP> me <SP>,you look happy to meet me
EN-Alto-1__vibrato__control__0002,EN-Alto-1,vibrato,control,small and white <AP> clean and bright <SP>,small and white clean and bright
EN-Alto-1__vibrato__control__0010,EN-Alto-1,vibrato,control,and i know that my heart will <SP> go on <SP>,and i know that my heart will go on
EN-Alto-1__vibrato__control__0005,EN-Alto-1,vibrato,control,bloom and grow forever <AP>,bloom and grow forever
EN-Alto-1__vibrato__control__0006,EN-Alto-1,vibrato,control,edelweiss <AP> edelweiss <SP>,edelweiss edelweiss
EN-Alto-1__vibrato__control__0001,EN-Alto-1,vibrato,control,every morning you greet me <SP>,every morning you greet me
EN-Alto-1__vibrato__control__0012,EN-Alto-1,vibrato,control,you are safe in my heart and <SP> my heart will go on and on,you're safe in my heart and my heart will go on and on
EN-Alto-1__vibrato__control__0009,EN-Alto-1,vibrato,control,<SP> you're here <AP> there's nothing i fear <SP>,you're here there's nothing i fear
EN-Alto-1__vibrato__control__0000,EN-Alto-1,vibrato,control,<SP> edelweiss <AP> edelweiss <AP>,doe wise ettle wise
EN-Alto-1__vibrato__control__0007,EN-Alto-1,vibrato,control,bless my homeland forever <SP>,bless my homeland forever
EN-Alto-1__vibrato__control__0011,EN-Alto-1,vibrato,control,we'll stay <SP> forever this way <AP>,we'll stay forever this way
EN-Alto-1__vibrato__control__0004,EN-Alto-1,vibrato,control,<SP> blossom of snow may you bloom and grow <SP>,blossoms snow may you bloom and grow
EN-Alto-1__vibrato__control__0008,EN-Alto-1,vibrato,control,and you're here in my heart and <SP> my heart will go on and on <SP>,and you're here in my heart and my heart will go on and on
EN-Alto-1__vibrato__control__0003,EN-Alto-1,vibrato,control,you look happy to meet <SP> me <SP>,you look happy to meet me
EN-Alto-1__vibrato__control__0002,EN-Alto-1,vibrato,control,small and white <AP> clean and bright <SP>,small and white clean and bright
EN-Alto-1__vibrato__control__0010,EN-Alto-1,vibrato,control,and i know that my heart will <SP> go on <SP>,and i know that my heart will go on
EN-Alto-1__vibrato__control__0005,EN-Alto-1,vibrato,control,bloom and grow forever <AP>,bloom and grow forever
EN-Alto-1__glissando__control__0006,EN-Alto-1,glissando,control,he sees what i see and he knows what i know oh oh <SP> so don't forget as you ease on down the road <AP>,rolling in the deep you had my heart inside your hand and you're playing to the beat
EN-Alto-1__glissando__control__0001,EN-Alto-1,glissando,control,no matter if you're fast no matter if you're slow oh oh <SP> the eye of the storm or the cry in the morn oh oh <SP>,finally i can see you crystal clear go ahead and sell me out and i'll lay your ship bare
EN-Alto-1__glissando__control__0012,EN-Alto-1,glissando,control,and how i try to make him leave <AP>,and how i try to make him leave
EN-Alto-1__glissando__control__0013,EN-Alto-1,glissando,control,i try <AP> oh i try <AP>,i try oh oh i try
EN-Alto-1__glissando__control__0009,EN-Alto-1,glissando,control,so don't be alarmed if takes you by the arm <AP> i won't let him win but i'm a sucker for his charm <AP>,the scars of your love remind me of us they keep me thinking that we almost had it all
EN-Alto-1__glissando__control__0000,EN-Alto-1,glissando,control,<SP> trouble he will find you no matter where you go oh <SP>,there's a fire starting in my heart reaching a fever pitch and spilling me out the dark
EN-Alto-1__glissando__control__0007,EN-Alto-1,glissando,control,he's there in the dark he's there in my heart <AP> he waits in the wings he's gotta play a part <AP>,baby i have no story to be told but i've heard a one on you and i will make your burn
EN-Alto-1__glissando__control__0011,EN-Alto-1,glissando,control,the way he <AP> makes me feel <SP>,rolling in the deep you had my heart inside your hand and you played it to the beat
EN-Alto-1__glissando__control__0015,EN-Alto-1,glissando,control,trouble is a friend yeah trouble is a friend of mine <AP> oh so don't be alarmed if takes you by the arm <AP>,trouble is a friend yeah trouble is a friend of mine oh oh so i don't be alarmed if take you by the arm
EN-Alto-1__glissando__control__0004,EN-Alto-1,glissando,control,trouble is a friend yeah trouble is a friend of mine <AP> oh <SP>,the scars of your love remind me of us they keep me thinking that we almost had it all
EN-Alto-1__glissando__control__0008,EN-Alto-1,glissando,control,trouble is a friend yeah trouble is a friend of mine <AP> oh,think of me in the depths of your despair making a home down there cause my shore won't be shared
EN-Alto-1__glissando__control__0003,EN-Alto-1,glissando,control,he's there in the dark he's there in my heart <AP> he waits in the wings he's gotta play a part <AP>,there's a fire starting in my heart reaching a favorite peach and springing out the dark
EN-Alto-1__glissando__control__0016,EN-Alto-1,glissando,control,i won't let him win but i'm a sucker for his charm <AP> trouble is a friend yeah trouble is a friend of mine <AP> oh <AP>,i won't let him win but i'm a sucker for his charm trouble is a friend yeah trouble is a friend of mine oh
EN-Alto-1__glissando__control__0014,EN-Alto-1,glissando,control,but he's there in the dark he's there in my heart <AP> he waits in the wings he's gotta play a part <AP>,but he's there in the dark he's there in my heart he waits in the wings he's gotta play a part
EN-Alto-1__glissando__control__0002,EN-Alto-1,glissando,control,you're fine for a while but you start to lose control <AP>,see how i live with every piece of you don't underestimate the things that i will do
EN-Alto-1__glissando__control__0010,EN-Alto-1,glissando,control,trouble is a friend yeah trouble is a friend of mine <SP> oh how i hate <AP>,the scars of your love they leave me breathless i can't help but feeling we couldn't have it all
EN-Alto-1__glissando__control__0005,EN-Alto-1,glissando,control,trouble is a friend but trouble is a foe oh oh <SP> and no matter what i feed him he always seems to grow oh oh <SP>,the scars of your love they leave me breathless i can't help but feel it we couldn't have it all
EN-Alto-1__glissando__control__0006,EN-Alto-1,glissando,control,he sees what i see and he knows what i know oh oh <SP> so don't forget as you ease on down the road <AP>,rolling in the deep you had my heart inside your hand and you're playing to the beat
EN-Alto-1__glissando__control__0001,EN-Alto-1,glissando,control,no matter if you're fast no matter if you're slow oh oh <SP> the eye of the storm or the cry in the morn oh oh <SP>,finally i can see you crystal clear go ahead and sell me out and i'll lay your ship bare
EN-Alto-1__glissando__control__0012,EN-Alto-1,glissando,control,and how i try to make him leave <AP>,and how i try to make him leave
EN-Alto-1__glissando__control__0013,EN-Alto-1,glissando,control,i try <AP> oh i try <AP>,i try oh oh i try
EN-Alto-1__glissando__control__0009,EN-Alto-1,glissando,control,so don't be alarmed if takes you by the arm <AP> i won't let him win but i'm a sucker for his charm <AP>,the scars of your love remind me of us they keep me thinking that we almost had it all
EN-Alto-1__glissando__control__0000,EN-Alto-1,glissando,control,<SP> trouble he will find you no matter where you go oh <SP>,there's a fire starting in my heart reaching a fever pitch and spilling me out the dark
EN-Alto-1__glissando__control__0007,EN-Alto-1,glissando,control,he's there in the dark he's there in my heart <AP> he waits in the wings he's gotta play a part <AP>,baby i have no story to be told but i've heard a one on you and i will make your burn
EN-Alto-1__glissando__control__0011,EN-Alto-1,glissando,control,the way he <AP> makes me feel <SP>,rolling in the deep you had my heart inside your hand and you played it to the beat
EN-Alto-1__glissando__control__0004,EN-Alto-1,glissando,control,trouble is a friend yeah trouble is a friend of mine <AP> oh <SP>,the scars of your love remind me of us they keep me thinking that we almost had it all
EN-Alto-1__glissando__control__0008,EN-Alto-1,glissando,control,trouble is a friend yeah trouble is a friend of mine <AP> oh,think of me in the depths of your despair making a home down there cause my shore won't be shared
EN-Alto-1__glissando__control__0003,EN-Alto-1,glissando,control,he's there in the dark he's there in my heart <AP> he waits in the wings he's gotta play a part <AP>,there's a fire starting in my heart reaching a favorite peach and springing out the dark
EN-Alto-1__glissando__control__0002,EN-Alto-1,glissando,control,you're fine for a while but you start to lose control <AP>,see how i live with every piece of you don't underestimate the things that i will do
EN-Alto-1__glissando__control__0010,EN-Alto-1,glissando,control,trouble is a friend yeah trouble is a friend of mine <SP> oh how i hate <AP>,the scars of your love they leave me breathless i can't help but feeling we couldn't have it all
EN-Alto-1__glissando__control__0005,EN-Alto-1,glissando,control,trouble is a friend but trouble is a foe oh oh <SP> and no matter what i feed him he always seems to grow oh oh <SP>,the scars of your love they leave me breathless i can't help but feel it we couldn't have it all
EN-Alto-1__glissando__control__0006,EN-Alto-1,glissando,control,he sees what i see and he knows what i know oh oh <SP> so don't forget as you ease on down the road <AP>,rolling in the deep you had my heart inside your hand and you're playing to the beat
EN-Alto-1__glissando__control__0001,EN-Alto-1,glissando,control,no matter if you're fast no matter if you're slow oh oh <SP> the eye of the storm or the cry in the morn oh oh <SP>,finally i can see you crystal clear go ahead and sell me out and i'll lay your ship bare
EN-Alto-1__glissando__control__0012,EN-Alto-1,glissando,control,and how i try to make him leave <AP>,and how i try to make him leave
EN-Alto-1__glissando__control__0013,EN-Alto-1,glissando,control,i try <AP> oh i try <AP>,i try oh oh i try
EN-Alto-1__glissando__control__0009,EN-Alto-1,glissando,control,so don't be alarmed if takes you by the arm <AP> i won't let him win but i'm a sucker for his charm <AP>,the scars of your love remind me of us they keep me thinking that we almost had it all
EN-Alto-1__glissando__control__0000,EN-Alto-1,glissando,control,<SP> trouble he will find you no matter where you go oh <SP>,there's a fire starting in my heart reaching a fever pitch and spilling me out the dark
EN-Alto-1__glissando__control__0007,EN-Alto-1,glissando,control,he's there in the dark he's there in my heart <AP> he waits in the wings he's gotta play a part <AP>,baby i have no story to be told but i've heard a one on you and i will make your burn
EN-Alto-1__glissando__control__0011,EN-Alto-1,glissando,control,the way he <AP> makes me feel <SP>,rolling in the deep you had my heart inside your hand and you played it to the beat
EN-Alto-1__glissando__control__0015,EN-Alto-1,glissando,control,trouble is a friend yeah trouble is a friend of mine <AP> oh so don't be alarmed if takes you by the arm <AP>,trouble is a friend yeah trouble is a friend of mine oh oh so i don't be alarmed if take you by the arm
EN-Alto-1__glissando__control__0004,EN-Alto-1,glissando,control,trouble is a friend yeah trouble is a friend of mine <AP> oh <SP>,the scars of your love remind me of us they keep me thinking that we almost had it all
EN-Alto-1__glissando__control__0008,EN-Alto-1,glissando,control,trouble is a friend yeah trouble is a friend of mine <AP> oh,think of me in the depths of your despair making a home down there cause my shore won't be shared
EN-Alto-1__glissando__control__0003,EN-Alto-1,glissando,control,he's there in the dark he's there in my heart <AP> he waits in the wings he's gotta play a part <AP>,there's a fire starting in my heart reaching a favorite peach and springing out the dark
EN-Alto-1__glissando__control__0014,EN-Alto-1,glissando,control,but he's there in the dark he's there in my heart <AP> he waits in the wings he's gotta play a part <AP>,but he's there in the dark he's there in my heart he waits in the wings he's gotta play a part
EN-Alto-1__glissando__control__0002,EN-Alto-1,glissando,control,you're fine for a while but you start to lose control <AP>,see how i live with every piece of you don't underestimate the things that i will do
EN-Alto-1__glissando__control__0010,EN-Alto-1,glissando,control,trouble is a friend yeah trouble is a friend of mine <SP> oh how i hate <AP>,the scars of your love they leave me breathless i can't help but feeling we couldn't have it all
EN-Alto-1__glissando__control__0005,EN-Alto-1,glissando,control,trouble is a friend but trouble is a foe oh oh <SP> and no matter what i feed him he always seems to grow oh oh <SP>,the scars of your love they leave me breathless i can't help but feel it we couldn't have it all
EN-Alto-1__pharyngeal__control__0006,EN-Alto-1,pharyngeal,control,waiting all there's left to do is run you'll <AP> be the prince and <AP> i'll be the princess it's a love story baby just say yes <SP>,waiting all there's left to do is run you'll be the prince and i'll be the princess it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0018,EN-Alto-1,pharyngeal,control,marry me juliet you'll never have to be alone <AP> i love you and that's all i really know i talked to your dad go pick out a white dress it's a love story baby just say yes <SP>,marry me juliet you'll never have to be alone i love you and that's all i really know i talked to your dad go pick up a white dress it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0001,EN-Alto-1,pharyngeal,control,on a balcony in summer air <SP> see the lights see the party the ball gowns <AP>,on a balcony in summer air see the lights see the party the ball gowns
EN-Alto-1__pharyngeal__control__0012,EN-Alto-1,pharyngeal,control,romeo save me they're trying to tell me how to feel <AP> this love is difficult <AP> but it's real don't be afraid we'll <AP>,romeo save me they're trying to tell me how to feel this love is difficult but it's real don't be afraid
EN-Alto-1__pharyngeal__control__0013,EN-Alto-1,pharyngeal,control,make it out of this mess it's a love story baby just say yes <SP>,make it out of this mess it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0009,EN-Alto-1,pharyngeal,control,but you were everything to me i was begging you please don't <AP> go <AP>,but you were everything to me i was begging you please don't go
EN-Alto-1__pharyngeal__control__0000,EN-Alto-1,pharyngeal,control,<AP> we were both young when i first saw you <AP> i close my eyes and the flashback starts i'm standing there <SP>,we were both young when i first saw you i close my eyes and the flashback starts i'm standing there
EN-Alto-1__pharyngeal__control__0007,EN-Alto-1,pharyngeal,control,<SP> so i sneak out to the garden to see you <AP> we keep quiet cause we're dead if they knew so close your eyes <AP>,so i sneak out to the garden to see you we keep it quiet 'cause we're dead if they knew so close your eyes
EN-Alto-1__pharyngeal__control__0017,EN-Alto-1,pharyngeal,control,for you but you never come is this <AP> in my head i don't know <AP> what to think he knelt to the ground and pulled out a ring and said <AP>,for you but you never come is this in my head i don't know what to think he knelt to the ground and pulled out a ring and said
EN-Alto-1__pharyngeal__control__0011,EN-Alto-1,pharyngeal,control,and <AP> i'll be the princess it's a love story baby just say yes <AP>,and i'll be the princess it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0015,EN-Alto-1,pharyngeal,control,my faith in you was <AP> fading <AP> when i met you on the outskirts of town <AP>,my faith in you fading when i met you on the outskirts of town
EN-Alto-1__pharyngeal__control__0004,EN-Alto-1,pharyngeal,control,and i was crying on the staircase <AP> begging you please don't go <SP>,and i was crying on the staircase begging you please don't go
EN-Alto-1__pharyngeal__control__0008,EN-Alto-1,pharyngeal,control,escape this town for a little while oh <AP> oh <AP> cause you were romeo i was a scarlet letter and my daddy said stay away from juliet <AP>,escape this town for a little while oh oh oh cause you were romeo i was a scarlet letter and my daddy said stay away from juliet
EN-Alto-1__pharyngeal__control__0003,EN-Alto-1,pharyngeal,control,that you were romeo you were throwing pebbles and my daddy said stay away from juliet <AP>,that you were romeo you were throwing pebbles and my daddy said stay away from juliet
EN-Alto-1__pharyngeal__control__0016,EN-Alto-1,pharyngeal,control,and i said romeo save me i've been feeling so alone i keep waiting <AP>,and i said romeo save me i've been feeling so alone i keep waiting
EN-Alto-1__pharyngeal__control__0014,EN-Alto-1,pharyngeal,control,<AP> i got tired of waiting <AP> wondering if you were ever coming around <AP>,and i got tired waiting wonder if you're forever coming around
EN-Alto-1__pharyngeal__control__0002,EN-Alto-1,pharyngeal,control,see you make your way through the crowd and say hello <SP> little did i know <SP>,see you make your way through the crowd and say hello little did i know
EN-Alto-1__pharyngeal__control__0010,EN-Alto-1,pharyngeal,control,and i said <AP> romeo take me somewhere we can be alone <AP> i'll be waiting all there's left to do is run you'll be the prince <AP>,and i said romeo take me somewhere we can be alone i'll be waiting all there's left to do is run you'll be the prince
EN-Alto-1__pharyngeal__control__0005,EN-Alto-1,pharyngeal,control,and i said <AP> romeo take me somewhere we can be alone i'll be <AP>,and i said romeo take me somewhere we can be alone i'll be
EN-Alto-1__pharyngeal__control__0006,EN-Alto-1,pharyngeal,control,waiting all there's left to do is run you'll <AP> be the prince and <AP> i'll be the princess it's a love story baby just say yes <SP>,waiting all there's left to do is run you'll be the prince and i'll be the princess it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0001,EN-Alto-1,pharyngeal,control,on a balcony in summer air <SP> see the lights see the party the ball gowns <AP>,on a balcony in summer air see the lights see the party the ball gowns
EN-Alto-1__pharyngeal__control__0012,EN-Alto-1,pharyngeal,control,romeo save me they're trying to tell me how to feel <AP> this love is difficult <AP> but it's real don't be afraid we'll <AP>,romeo save me they're trying to tell me how to feel this love is difficult but it's real don't be afraid
EN-Alto-1__pharyngeal__control__0009,EN-Alto-1,pharyngeal,control,but you were everything to me i was begging you please don't <AP> go <AP>,but you were everything to me i was begging you please don't go
EN-Alto-1__pharyngeal__control__0000,EN-Alto-1,pharyngeal,control,<AP> we were both young when i first saw you <AP> i close my eyes and the flashback starts i'm standing there <SP>,we were both young when i first saw you i close my eyes and the flashback starts i'm standing there
EN-Alto-1__pharyngeal__control__0007,EN-Alto-1,pharyngeal,control,<SP> so i sneak out to the garden to see you <AP> we keep quiet cause we're dead if they knew so close your eyes <AP>,so i sneak out to the garden to see you we keep it quiet 'cause we're dead if they knew so close your eyes
EN-Alto-1__pharyngeal__control__0011,EN-Alto-1,pharyngeal,control,and <AP> i'll be the princess it's a love story baby just say yes <AP>,and i'll be the princess it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0004,EN-Alto-1,pharyngeal,control,and i was crying on the staircase <AP> begging you please don't go <SP>,and i was crying on the staircase begging you please don't go
EN-Alto-1__pharyngeal__control__0008,EN-Alto-1,pharyngeal,control,escape this town for a little while oh <AP> oh <AP> cause you were romeo i was a scarlet letter and my daddy said stay away from juliet <AP>,escape this town for a little while oh oh oh cause you were romeo i was a scarlet letter and my daddy said stay away from juliet
EN-Alto-1__pharyngeal__control__0003,EN-Alto-1,pharyngeal,control,that you were romeo you were throwing pebbles and my daddy said stay away from juliet <AP>,that you were romeo you were throwing pebbles and my daddy said stay away from juliet
EN-Alto-1__pharyngeal__control__0002,EN-Alto-1,pharyngeal,control,see you make your way through the crowd and say hello <SP> little did i know <SP>,see you make your way through the crowd and say hello little did i know
EN-Alto-1__pharyngeal__control__0010,EN-Alto-1,pharyngeal,control,and i said <AP> romeo take me somewhere we can be alone <AP> i'll be waiting all there's left to do is run you'll be the prince <AP>,and i said romeo take me somewhere we can be alone i'll be waiting all there's left to do is run you'll be the prince
EN-Alto-1__pharyngeal__control__0005,EN-Alto-1,pharyngeal,control,and i said <AP> romeo take me somewhere we can be alone i'll be <AP>,and i said romeo take me somewhere we can be alone i'll be
EN-Alto-1__pharyngeal__control__0006,EN-Alto-1,pharyngeal,control,waiting all there's left to do is run you'll <AP> be the prince and <AP> i'll be the princess it's a love story baby just say yes <SP>,waiting all there's left to do is run you'll be the prince and i'll be the princess it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0001,EN-Alto-1,pharyngeal,control,on a balcony in summer air <SP> see the lights see the party the ball gowns <AP>,on a balcony in summer air see the lights see the party the ball gowns
EN-Alto-1__pharyngeal__control__0012,EN-Alto-1,pharyngeal,control,romeo save me they're trying to tell me how to feel <AP> this love is difficult <AP> but it's real don't be afraid we'll <AP>,romeo save me they're trying to tell me how to feel this love is difficult but it's real don't be afraid
EN-Alto-1__pharyngeal__control__0013,EN-Alto-1,pharyngeal,control,make it out of this mess it's a love story baby just say yes <SP>,make it out of this mess it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0009,EN-Alto-1,pharyngeal,control,but you were everything to me i was begging you please don't <AP> go <AP>,but you were everything to me i was begging you please don't go
EN-Alto-1__pharyngeal__control__0000,EN-Alto-1,pharyngeal,control,<AP> we were both young when i first saw you <AP> i close my eyes and the flashback starts i'm standing there <SP>,we were both young when i first saw you i close my eyes and the flashback starts i'm standing there
EN-Alto-1__pharyngeal__control__0007,EN-Alto-1,pharyngeal,control,<SP> so i sneak out to the garden to see you <AP> we keep quiet cause we're dead if they knew so close your eyes <AP>,so i sneak out to the garden to see you we keep it quiet 'cause we're dead if they knew so close your eyes
EN-Alto-1__pharyngeal__control__0011,EN-Alto-1,pharyngeal,control,and <AP> i'll be the princess it's a love story baby just say yes <AP>,and i'll be the princess it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0004,EN-Alto-1,pharyngeal,control,and i was crying on the staircase <AP> begging you please don't go <SP>,and i was crying on the staircase begging you please don't go
EN-Alto-1__pharyngeal__control__0008,EN-Alto-1,pharyngeal,control,escape this town for a little while oh <AP> oh <AP> cause you were romeo i was a scarlet letter and my daddy said stay away from juliet <AP>,escape this town for a little while oh oh oh cause you were romeo i was a scarlet letter and my daddy said stay away from juliet
EN-Alto-1__pharyngeal__control__0003,EN-Alto-1,pharyngeal,control,that you were romeo you were throwing pebbles and my daddy said stay away from juliet <AP>,that you were romeo you were throwing pebbles and my daddy said stay away from juliet
