uttid,gt_text,asr_hypothesis,wer
libri_01302,but the proprietor appeared already to have relinquished as hopeless the effort to perpetuate on this side of the atlantic in a hard soil and amid the close struggle for subsistence the native english taste for ornamental gardening,but the proprietor appeared already to have relinquished as hopeless the effort to perpetuate on this side of the atlantic in a hard soil and amid the close struggle for subsistence the native english taste for ornamental gardening,0.0
libri_01303,there were a few rose bushes however and a number of apple trees probably the descendants of those planted by the reverend mister blackstone the first settler of the peninsula that half mythological personage who rides through our early annals seated on the back of a bull,there were a few rose bushes however and a number of apple trees probably the descendants of those planted by the reverend mister blackstone the first settler of the peninsula that half mythological personage who rides through our early annals seated on the back of a bull,0.0
libri_01304,pearl seeing the rose bushes began to cry for a red rose and would not be pacified,pearl seeing the rose bushes began to cry for a red rose and would not be pacified,0.0
libri_01305,how strange it seemed to the sad woman as she watched the growth and the beauty that became every day more brilliant and the intelligence that threw its quivering sunshine over the tiny features of this child,how strange it seemed to the sad woman as she watched the growth and the beauty that became every day more brilliant and the intelligence that threw its quivering sunshine over the tiny features of this child,0.0
libri_01306,god as a direct consequence of the sin which man thus punished had given her a lovely child whose place was on that same dishonoured bosom to connect her parent for ever with the race and descent of mortals and to be finally a blessed soul in heaven,god as a direct consequence of the sin which man thus punished had given her a lovely child whose place was on that same dishonored bosom to connect her parent for ever with the race and descent of mortals and to be finally a blessed soul in heaven,0.020833333333333332
libri_01307,yet these thoughts affected hester prynne less with hope than apprehension,yet these thoughts affected hester prynne less with hope than apprehension,0.0
libri_01308,the child had a native grace which does not invariably co exist with faultless beauty its attire however simple always impressed the beholder as if it were the very garb that precisely became it best,the child had a native grace which does not invariably co exist with faultless beauty its attire however simple always impressed the beholder as if it were the very garb that precisely became its best,0.02857142857142857
libri_01309,this outward mutability indicated and did not more than fairly express the various properties of her inner life,this outward mutability indicated and did not more than fairly express the various properties of her inner life,0.0
libri_01310,hester could only account for the child's character and even then most vaguely and imperfectly by recalling what she herself had been during that momentous period while pearl was imbibing her soul from the spiritual world and her bodily frame from its material of earth,hester could only account for the child's character and even then most vaguely and imperfectly by recalling what she herself had been during that momentous period while pearl was imbibing her soul from the spiritual world and her bodily frame from its material of earth,0.0
libri_01311,they were now illuminated by the morning radiance of a young child's disposition but later in the day of earthly existence might be prolific of the storm and whirlwind,they were now illuminated by the morning radiance of a young child's disposition but later in the day of earthly existence might be prolific of the storm and whirlwind,0.0
libri_01312,hester prynne nevertheless the loving mother of this one child ran little risk of erring on the side of undue severity,hester prynne nevertheless the loving mother of this one child ran little risk of erring on the side of undue severity,0.0
libri_01313,mindful however of her own errors and misfortunes she early sought to impose a tender but strict control over the infant immortality that was committed to her charge,mindful however of her own errors and misfortunes she early sought to impose a tender but strict control over the infant immortality that was committed to her charge,0.0
libri_01314,as to any other kind of discipline whether addressed to her mind or heart little pearl might or might not be within its reach in accordance with the caprice that ruled the moment,as to any other kind of discipline whether addressed to her mind or heart little pearl might or might not be within its reach in accordance with the caprice that ruled the moment,0.0
libri_01315,it was a look so intelligent yet inexplicable perverse sometimes so malicious but generally accompanied by a wild flow of spirits that hester could not help questioning at such moments whether pearl was a human child,it was a look so intelligent yet inexplicable perverse sometimes so malicious but generally accompanied by a wild flow of spirits that hester could not help questioning at such moments whether pearl was a human child,0.0
libri_01316,beholding it hester was constrained to rush towards the child to pursue the little elf in the flight which she invariably began to snatch her to her bosom with a close pressure and earnest kisses not so much from overflowing love as to assure herself that pearl was flesh and blood and not utterly delusive,beholding it hester was constrained to rush towards the child to pursue the little elf in the flight which she invariably began to snatch her to her bosom with a close pressure and earnest kisses not so much from overflowing love as to assure herself that pearl was flesh and blood and not utterly delusive,0.0
libri_01317,brooding over all these matters the mother felt like one who has evoked a spirit but by some irregularity in the process of conjuration has failed to win the master word that should control this new and incomprehensible intelligence,brooding over all these matters the mother felt like one who has evoked a spirit but by some irregularity in the process of conjuration has failed to win the master word that should control this new and incomprehensible intelligence,0.0
libri_01318,pearl was a born outcast of the infantile world,pearl was a born outcast of the infantile world,0.0
libri_01319,pearl saw and gazed intently but never sought to make acquaintance,pearl saw and gazed intently but never sought to make acquaintance,0.0
libri_01320,if spoken to she would not speak again,if spoken to she would not speak again,0.0
libri_01321,to fade away like morning beauty from her mortal day down by the river of adona her soft voice is heard and thus her gentle lamentation falls like morning dew,to fade away like morning beauty from her mortal day down by the river of adona her soft voice is heard and thus her gentle lamentation falls like morning dew,0.0
libri_01322,o life of this our spring,o life of this our spring,0.0
libri_01323,why fades the lotus of the water,why fades the lotus of the water,0.0
libri_01324,why fade these children of the spring,why fade these children of the spring,0.0
libri_01325,thel is like a watry bow and like a parting cloud like a reflection in a glass like shadows in the water like dreams of infants like a smile upon an infants face,thell is like a watry bow and like a parting cloud like a reflection in a glass like shadows in the water like dreams of infants like a smile upon an infant's face,0.030303030303030304
libri_01326,like the doves voice like transient day like music in the air ah,like the dove's voice like transient day like music in the air ah,0.0
libri_01327,and gentle sleep the sleep of death and gently hear the voice of him that walketh in the garden in the evening time,and gentle sleep the sleep of death and gently hear the voice of him that walketh in the garden in the evening time,0.0
libri_01328,the lilly of the valley breathing in the humble grass answerd the lovely maid and said i am a watry weed and i am very small and love to dwell in lowly vales so weak the gilded butterfly scarce perches on my head yet i am visited from heaven and he that smiles on all walks in the valley and each morn over me spreads his hand saying rejoice thou humble grass thou new born lily flower,the lily of the valley breathing in the humble grass answered the lovely maid and said i am a watery weed and i am very small and love to dwell in lowly veils so weak the gilded butterfly scarce perches on my head yet i am visited from heaven and he that smiles on all walks in the valley and each morn over me spreads his hand saying rejoice thou humble grass thou new born lily flower,0.05194805194805195
libri_01329,thou gentle maid of silent valleys and of modest brooks for thou shall be clothed in light and fed with morning manna till summers heat melts thee beside the fountains and the springs to flourish in eternal vales they why should thel complain,thou gentle maid of silent valleys and of modest brooks for thou shall be clothed in light and fed with morning manna till summer's heat melts thee beside the fountains and the springs to flourish in eternal veils they why should thou complain,0.046511627906976744
libri_01330,why should the mistress of the vales of har utter a sigh,why should the mistress of the vales of horror utter a sigh,0.08333333333333333
libri_01331,she ceasd and smild in tears then sat down in her silver shrine,she ceased and smiled in tears then sat down in her silver shrine,0.15384615384615385
libri_01332,which thou dost scatter on every little blade of grass that springs revives the milked cow and tames the fire breathing steed,which thou dost scatter on every little blade of grass that springs revives the milked cow and tames the fire breathing steed,0.0
libri_01333,but thel is like a faint cloud kindled at the rising sun i vanish from my pearly throne and who shall find my place,but thou is like a faint cloud kindled at the rising sun i vanish from my pearly throne and who shall find my place,0.041666666666666664
libri_01334,and why it scatters its bright beauty thro the humid air,and why it scatters its bright beauty through the humid air,0.09090909090909091
libri_01335,descend o little cloud and hover before the eyes of thel,descend o little cloud and hover before the eyes of thell,0.09090909090909091
libri_01336,o little cloud the virgin said i charge thee to tell me why thou complainest now when in one hour thou fade away then we shall seek thee but not find ah thel is like to thee,o little cloud the virgin said i charge thee to tell me why thou complainest now when in one hour thou fade away then we shall seek thee but not find ah fell is like to thee,0.02702702702702703
libri_01337,i pass away yet i complain and no one hears my voice,i pass away yet i complain and no one hears my voice,0.0
libri_01338,the cloud then shewd his golden head and his bright form emerg'd,the cloud then showed his golden head and his bright form emerged,0.16666666666666666
libri_01339,and fearest thou because i vanish and am seen no more,and fearest thou because i vanish and am seen no more,0.0
libri_01340,it is to tenfold life to love to peace and raptures holy unseen descending weigh my light wings upon balmy flowers and court the fair eyed dew to take me to her shining tent the weeping virgin trembling kneels before the risen sun,it is to tenfold life to love to peace and raptures holy unseen descending weigh my light wings upon balmy flowers and court the fair i do to take me to her shining tent the weeping virgin trembling kneels before the risen sun,0.046511627906976744
libri_01341,till we arise link'd in a golden band and never part but walk united bearing food to all our tender flowers,till we arise linked in a golden band and never part but walk united bearing food to all our tender flowers,0.047619047619047616
libri_01342,lives not alone nor or itself fear not and i will call the weak worm from its lowly bed and thou shalt hear its voice,lives not alone nor of itself fear not and i will call the weak worm from its lowly bed and thou shalt hear its voice,0.04
libri_01343,come forth worm and the silent valley to thy pensive queen,come forth worm and the silent valley to thy pensive queen,0.0
libri_01344,the helpless worm arose and sat upon the lillys leaf and the bright cloud saild on to find his partner in the vale,the helpless worm arose and sat upon the lily's leaf and the bright cloud sailed on to find his partner in the vale,0.08695652173913043
libri_01345,image of weakness art thou but a worm,image of weakness art thou but a worm,0.0
libri_01346,i see they lay helpless and naked weeping and none to answer none to cherish thee with mothers smiles,i see they lay helpless and naked weeping and none to answer none to cherish thee with mother's smiles,0.0
libri_01347,and says thou mother of my children i have loved thee and i have given thee a crown that none can take away,and says thou mother of my children i have loved thee and i have given thee a crown that none can take away,0.0
libri_01348,and lay me down in thy cold bed and leave my shining lot,and lay me down in thy cold bed and leave my shining lot,0.0
libri_01349,or an eye of gifts and graces showring fruits and coined gold,or an eye of gifts and graces showering fruits in coin and gold,0.3333333333333333
libri_01350,why a tongue impress'd with honey from every wind,why a tongue impressed with honey from every wind,0.1111111111111111
libri_01351,why an ear a whirlpool fierce to draw creations in,why an ear a whirlpool fierce to draw creations in,0.0
libri_01352,all is said without a word,all is said without a word,0.0
libri_01353,i sit beneath thy looks as children do in the noon sun with souls that tremble through their happy eyelids from an unaverred yet prodigal inward joy,i sit beneath thy looks as children do in the noon sun with souls that tremble through their happy eyelids from an un averred yet prodigal inward joy,0.07407407407407407
libri_01354,i did not wrong myself so but i placed a wrong on thee,i did not wrong myself so but i placed a wrong on thee,0.0
libri_01355,when called before i told how hastily i dropped my flowers or brake off from a game,when called before i told how hastily i dropped my flowers or brake off from a game,0.0
libri_01356,shall i never miss home talk and blessing and the common kiss that comes to each in turn nor count it strange when i look up to drop on a new range of walls and floors another home than this,shall i never miss home talk and blessing and the common kiss that comes to each in turn nor count it strange when i look up to drop on a new range of walls and floors another home than this,0.0
libri_01357,alas i have grieved so i am hard to love,alas i have grieved so i am hard to love,0.0
libri_01358,open thy heart wide and fold within the wet wings of thy dove,open thy heart wide and fold within the wet wings of thy dove,0.0
libri_01359,could it mean to last a love set pendulous between sorrow and sorrow,could it mean to last a love set pendulous between sorrow and sorrow,0.0
libri_01360,nay i rather thrilled distrusting every light that seemed to gild the onward path and feared to overlean a finger even,nay i rather thrilled distrusting every light that seemed to gild the onward path in fear to overlean a finger even,0.09523809523809523
libri_01361,and though i have grown serene and strong since then i think that god has willed a still renewable fear,and though i have grown serene and strong since then i think that god has willed a still renewable fear,0.0
libri_01362,o love o troth,o love o troth,0.0
libri_01363,and love be false,and love be false,0.0
libri_01364,if he to keep one oath must lose one joy by his life's star foretold,if he to keep one oath must lose one joy by his life's star foretold,0.0
libri_01365,slow to world greetings quick with its o list when the angels speak,slow to world greetings quick with its o list when the angels speak,0.0
libri_01366,a ring of amethyst i could not wear here plainer to my sight than that first kiss,a ring of amethyst i could not wear here plainer to my sight than that first kiss,0.0
libri_01367,that was the chrism of love which love's own crown with sanctifying sweetness did precede the third upon my lips was folded down in perfect purple state since when indeed i have been proud and said my love my own,that was the chrism of love which loves own crown with sanctifying sweetness did proceed the third upon my lips was folded down in perfect purple state since when indeed i have been proud and said my love my own,0.025
libri_01368,dearest teach me so to pour out gratitude as thou dost good,dearest teach me so to pour out gratitude as thou dost good,0.0
libri_01369,mussulmans and giaours throw kerchiefs at a smile and have no ruth for any weeping,mussulmans and gyours throw kerchiefs at a smile and have no ruth for any weeping,0.06666666666666667
libri_01370,but thou art not such a lover my beloved,but thou art not such a lover my beloved,0.0
libri_01371,thou canst wait through sorrow and sickness to bring souls to touch and think it soon when others cry too late,thou canst wait through sorrow and sickness to bring souls to touch and think it soon when others cry too late,0.0
libri_01372,i thank all who have loved me in their hearts with thanks and love from mine,i thank all who have loved me in their hearts with thanks and love from mine,0.0
libri_01373,oh to shoot my soul's full meaning into future years that they should lend it utterance and salute love that endures from life that disappears,oh to shoot my soul's full meaning into future years that they should lend it utterance and salute love that endures from life that disappears,0.0
libri_01374,then i long tried by natural ills received the comfort fast while budding at thy sight my pilgrim's staff gave out green leaves with morning dews impearled,then i long tried by natural ills received the comfort fast while budding at thy sight my pilgrim's staff gave out green leaves with morning dews impearled,0.0
libri_01375,i love thee freely as men strive for right i love thee purely as they turn from praise,i love thee freely as men strive for right i love thee purely as they turn from praise,0.0
libri_01376,i love thee with the passion put to use in my old griefs and with my childhood's faith,i love thee with the passion put to use in my old griefs and with my childhood's faith,0.0
libri_01377,i love thee with a love i seemed to lose with my lost saints i love thee with the breath smiles tears of all my life and if god choose i shall but love thee better after death,i love thee with a love i seemed to lose with my lost saints i love thee with the breath smiles tears of all my life and if god choose i shall but love thee better after death,0.0
libri_01378,nature of the effect produced by early impressions,nature of the effect produced by early impressions,0.0
libri_01379,that is comparatively nothing,that is comparatively nothing,0.0
libri_01380,they are chiefly formed from combinations of the impressions made in childhood,they are chiefly formed from combinations of the impressions made in childhood,0.0
libri_01381,vast importance and influence of this mental furnishing,vast importance and influence of this mental furnishing,0.0
libri_01382,without going to any such extreme as this we can easily see on reflection how vast an influence on the ideas and conceptions as well as on the principles of action in mature years must be exerted by the nature and character of the images which the period of infancy and childhood impresses upon the mind,without going to any such extreme as this we can easily see on reflection how vast an influence on the ideas and conceptions as well as on the principles of action in mature years must be exerted by the nature and character of the images which the period of infancy and childhood impress upon the mind,0.017857142857142856
libri_01383,the pain produced by an act of hasty and angry violence to which a father subjects his son may soon pass away but the memory of it does not pass away with the pain,the pain produced by an act of hasty and angry violence to which a father subjects his son may soon pass away but the memory of it does not pass away with the pain,0.0
libri_01384,to such persons these indirect modes of training children in habits of subordination to their will or rather of yielding to their influence are specially useful,to such persons these indirect modes of training children in habits of subordination to their will or rather of yielding to their influence are specially useful,0.0
libri_01385,della had a young sister named maria and a cousin whose name was jane,della had a young sister named maria and a cousin whose name was jane,0.0
libri_01386,now delia contrived to obtain a great influence and ascendency over the minds of the children by means of these dolls,now gellia contrived to obtain a great influence and ascendency over the minds of the children by means of these dolls,0.047619047619047616
libri_01387,to give an idea of these conversations i will report one of them in full,to give an idea of these conversations i will report one of them in full,0.0
libri_01388,you have come andella andella was the name of jane's doll to make rosalie a visit,you have come and della and della was the name of jane staal to make rosalie a visit,0.375
libri_01389,i am very glad,i am very glad,0.0
libri_01390,i expect you have been a very good girl andella since you were here last,i expect you have been a very good girl anne della since you were here last,0.13333333333333333
libri_01391,then turning to jane she asked in a somewhat altered tone has she been a good girl jane,then turning to jane she asked in a somewhat altered tone has she been a good girl jane,0.0
libri_01392,for instance one day the children had been playing upon the piazza with blocks and other playthings and finally had gone into the house leaving all the things on the floor of the piazza instead of putting them away in their places as they ought to have done,for instance one day the children had been playing upon the piazza with blocks and other playthings and finally had gone into the house leaving all the things on the floor of the piazza instead of putting them away in their places as they ought to have done,0.0
libri_01393,they were now playing with their dolls in the parlor,they were now playing with their dolls in the parlor,0.0
libri_01394,delia came to the parlor and with an air of great mystery beckoned the children aside and said to them in a whisper leave andella and rosalie here and don't say a word to them,delia came to the parlour and with an air of great mystery beckoned the children aside and said to them in a whisper leave anne della and rosalie here and don't say a word to them,0.08571428571428572
libri_01395,so saying she led the way on tiptoe followed by the children out of the room and round by a circuitous route to the piazza there,so saying she led the way on tiptoe followed by the children out of the room and round by a circuitous route to the piazza there,0.0
libri_01396,said she pointing to the playthings see,said she pointing to the playthings see,0.0
libri_01397,put these playthings all away quick and carefully and we will not let them know any thing about your leaving them out,put these playthings all away quick and carefully and we will not let them know anything about your leaving them out,0.09090909090909091
libri_01398,and this method of treating the case was much more effectual in making them disposed to avoid committing a similar fault another time than any direct rebukes or expressions of displeasure addressed personally to them would have been,and this method of treating the case was much more effectual in making them disposed to avoid committing a similar fault another time than any direct rebukes or expressions of displeasure addressed personally to them would have been,0.0
libri_01399,the three modes of management,the three modes of management,0.0
libri_01400,to suppose that the object of this work is to aid in effecting such a substitution as that is entirely to mistake its nature and design,to suppose that the object of this work is to aid in effecting such a substitution as that is entirely to mistake its nature and design,0.0
libri_01401,by reason and affection,by reason and affection,0.0
libri_01402,as the chaise drives away mary stands bewildered and perplexed on the door step her mind in a tumult of excitement in which hatred of the doctor distrust and suspicion of her mother disappointment vexation and ill humor surge and swell among those delicate organizations on which the structure and development of the soul so closely depend doing perhaps an irreparable injury,as the chase drives away mary stands bewildered and perplexed on the doorstep her mind in a tumult of excitement in which hatred of the doctor distrust and suspicion of her mother disappointment vexation and ill humor surge and swell among those delicate organizations on which the structure and development of the soul so closely depend doing perhaps an irreparable injury,0.04838709677419355
libri_01403,the mother as soon as the chaise is so far turned that mary can no longer watch the expression of her countenance goes away from the door with a smile of complacency and satisfaction upon her face at the ingenuity and success of her little artifice,the mother as soon as the chase is so far turned that mary can no longer watch the expression of her countenance goes away from the door with a smile of complacency and satisfaction on her face at the ingenuity and success of her little artifice,0.043478260869565216
libri_01404,so you will be a good girl i know and not make any trouble but will stay at home contentedly won't you,so you will be a good girl i know and not make any trouble but will stay at home contentedly won't you,0.0
libri_01405,the mother in managing the case in this way relies partly on convincing the reason of the child and partly on an appeal to her affection,the mother in managing the case in this way relies partly on convincing the reason of the child and partly on an appeal to her affection,0.0
libri_01406,if you should not be a good girl but should show signs of making us any trouble i shall have to send you out somewhere to the back part of the house until we are gone,if you should not be a good girl but should show signs of making us any trouble i shall have to send you out somewhere to the back part of the house until we are gone,0.0
libri_01407,but this last supposition is almost always unnecessary for if mary has been habitually managed on this principle she will not make any trouble,but this last supposition is almost always unnecessary for if mary has been habitually managed on this principle she will not make any trouble,0.0
libri_01408,it is indeed true that the importance of tact and skill in the training of the young and of cultivating their reason and securing their affection can not be overrated,it is indeed true that the importance of tact and skill in the training of the young and of cultivating their reason and securing their affection can not be overrated,0.0
libri_01409,but anders cared nothing about that,but anders cared nothing about that,0.0
libri_01410,he made a bow so deep that his back came near breaking and he was dumbfounded i can tell you when he saw it was nobody but anders,he made a bow so deep that his back came near breaking and he was dumbfounded i can tell you when he saw it was nobody but anders,0.0
libri_01411,he was such a big boy that he wore high boots and carried a jack knife,he was such a big boy that he wore high boots and carried a jack knife,0.0
libri_01412,now this knife was a splendid one though half the blade was gone and the handle was a little cracked and anders knew that one is almost a man as soon as one has a jack knife,now this knife was a splendid one though half the blade was gone and the handle was a little cracked and anders knew that one is almost a man as soon as one has a jack knife,0.0
libri_01413,yes why not thought anders,yes why not thought anders,0.0
libri_01414,seeing that i am so fine i may as well go and visit the king,seeing that i am so fine i may as well go and visit the king,0.0
libri_01415,i am going to the court ball answered anders,i am going to the court ball answered anders,0.0
libri_01416,and she took anders hand and walked with him up the broad marble stairs where soldiers were posted at every third step and through the magnificent halls where courtiers in silk and velvet stood bowing wherever he went,and she took anders's hand and walked with him up the broad marble stairs where soldiers were posted at every third step and through the magnificent halls where courtiers in silk and velvet stood bowing wherever he went,0.02631578947368421
libri_01417,for like as not they must have thought him a prince when they saw his fine cap,for like as not they must have thought him a prince when they saw his fine cap,0.0
libri_01418,at the farther end of the largest hall a table was set with golden cups and golden plates in long rows,at the farther end of the largest hall a table was set with golden cups and golden plates in long rows,0.0
libri_01419,on huge silver platters were pyramids of tarts and cakes and red wine sparkled in glittering decanters,on huge silver platters were pyramids of tarts and cakes and red wine sparkled in glittering decanters,0.0
libri_01420,the princess sat down under a blue canopy with bouquets of roses and she let anders sit in a golden chair by her side,the princess sat down under a blue canopy with bouquets of roses and she let anders sit in a golden chair by her side,0.0
libri_01421,but you must not eat with your cap on your head she said and was going to take it off,but you must not eat with your cap on your head she said and was going to take it off,0.0
libri_01422,the princess certainly was beautiful and he would have dearly liked to be kissed by her but the cap which his mother had made he would not give up on any condition,the princess certainly was beautiful and he would have dearly liked to be kissed by her but the cap which his mother had made he would not give up on any condition,0.0
libri_01423,he only shook his head,he only shook his head,0.0
libri_01424,well but now said the princess and she filled his pockets with cakes and put her own heavy gold chain around his neck and bent down and kissed him,well but now said the princess and she filled his pockets with cakes and put her own heavy gold chain around his neck and bent down and kissed him,0.0
libri_01425,that is a very fine cap you have he said,that is a very fine cap you have he said,0.0
libri_01426,so it is said anders,so it is said anders,0.0
libri_01427,and it is made of mother's best yarn and she knitted it herself and everybody wants to get it away from me,and it is made of mother's best yarn and she knitted it herself and everybody wants to get it away from me,0.0
libri_01428,with one jump anders got out of his chair,with one jump anders got out of his chair,0.0
libri_01429,he darted like an arrow through all the halls down all the stairs and across the yard,he darted like an arrow through all the halls down all the stairs and across the yard,0.0
libri_01430,he still held on to it with both hands as he rushed into his mother's cottage,he still held on to it with both hands as he rushed into his mother's cottage,0.0
libri_01431,and all his brothers and sisters stood round and listened with their mouths open,and all his brothers and sisters stood round and listened with their mouths open,0.0
libri_01432,but when his big brother heard that he had refused to give his cap for a king's golden crown he said that anders was a stupid,but when his big brother heard that he had refused to give his cap for a king's golden crown he said that anders was a stupid,0.0
libri_01433,anders face grew red,anders face grew red,0.0
libri_01434,but his mother hugged him close,but his mother hugged him close,0.0
libri_01435,no my little son she said,no my little son she said,0.0
libri_01436,if you dressed in silk and gold from top to toe you could not look any nicer than in your little red cap,if you dressed in silk and gold from top to toe you could not look any nicer than in your little red cap,0.0
libri_01437,he passed through henley saint albans and came so near to london as harrow on the hill,he passed through henley saint albans and came so near to london as harrow on the hill,0.0
libri_01438,the scottish generals and commissioners affected great surprise on the appearance of the king and though they paid him all the exterior respect due to his dignity they instantly set a guard upon him under color of protection and made him in reality a prisoner,the scottish generals and commissioners affected great surprise on the appearance of the king and though they paid him all the exterior respect due to his dignity they instantly set a guard upon him under color of protection and made him in reality a prisoner,0.0
libri_01439,they informed the english parliament of this unexpected incident and assured them that they had entered into no private treaty with the king,they informed the english parliament of this unexpected incident and assured them that they had entered into no private treaty with the king,0.0
libri_01440,or hath he given us any gift,or hath he given us any gift,0.0
libri_01441,and the men of israel answered the men of judah and said we have ten parts in the king and we have also more right in david than ye why then did ye despise us that our advice should not be first had in bringing back our king,and the men of israel answered the men of judah and said we have ten parts in the king and we have also more right in david than ye why then did ye despise us that our advice should not be first had in bringing back our king,0.0
libri_01442,another preacher after reproaching him to his face with his misgovernment ordered this psalm to be sung,another preacher after reproaching him to his face with his misgovernment ordered this psalm to be sung,0.0
libri_01443,the king stood up and called for that psalm which begins with these words,the king stood up and called for that psalm which begins with these words,0.0
libri_01444,have mercy lord on me i pray for men would me devour,have mercy lord on me i pray for men would me devour,0.0
libri_01445,the good natured audience in pity to fallen majesty showed for once greater deference to the king than to the minister and sung the psalm which the former had called for,the good natured audience in pity to fallen majesty showed for once greater deference to the king than to the minister and sung the psalm which the former had called for,0.0
libri_01446,the parliament and the scots laid their proposals before the king,the parliament and the scots laid their proposals before the king,0.0
libri_01447,before the settlement of terms the administration must be possessed entirely by the parliaments of both kingdoms and how incompatible that scheme with the liberty of the king is easily imagined,before the settlement of terms the administration must be possessed entirely by the parliaments of both kingdoms and how incompatible that scheme with the liberty of the king is easily imagined,0.0
libri_01448,the english it is evident had they not been previously assured of receiving the king would never have parted with so considerable a sum and while they weakened themselves by the same measure have strengthened a people with whom they must afterwards have so material an interest to discuss,the english it is evident had they not been previously assured of receiving the king would never have parted with so considerable a sum and while they weakened themselves by the same measure have strengthened a people with whom they must afterwards have so material an interest to discuss,0.0
libri_01449,if any still retained rancor against him in his present condition they passed in silence while his well wishers more generous than prudent accompanied his march with tears with acclamations and with prayers for his safety,if any still retained rancour against him in his present condition they passed in silence while his well wishers more generous than prudent accompanied his march with tears with acclamations and with prayers for his safety,0.027777777777777776
libri_01450,his death in this conjuncture was a public misfortune,his death in this conjuncture was a public misfortune,0.0
libri_01451,though thrown into prison for this enterprise and detained some time he was not discouraged but still continued by his countenance and protection to infuse spirit into the distressed royalists,though thrown into prison for this enterprise and detained some time he was not discouraged but still continued by his countenance and protection to infuse spirit into the distressed royalists,0.0
libri_01452,among other persons of distinction who united themselves to him was lord napier of merchiston son of the famous inventor of the logarithms the person to whom the title of a great man is more justly due than to any other whom his country ever produced,among other persons of distinction who united themselves to him was lord napier of murchiston son of the famous inventor of the logarithms the person to whom the title of a great man is more justly due than to any other whom his country ever produced,0.021739130434782608
libri_01453,while the former foretold that the scottish covenanters were secretly forming a union with the english parliament and inculcated the necessity of preventing them by some vigorous undertaking the latter still insisted that every such attempt would precipitate them into measures to which otherwise they were not perhaps inclined,while the former foretold that the scottish covenanters were secretly forming a union with the english parliament and inculcated the necessity of preventing them by some vigorous undertaking the latter still insisted that every such attempt would precipitate them into measures to which otherwise they were not perhaps inclined,0.0
libri_01454,the king's ears were now open to montrose's counsels who proposed none but the boldest and most daring agreeably to the desperate state of the royal cause in scotland,the king's ears were now open to montrose's counsels who proposed none but the boldest and most daring agreeably to the desperate state of the royal cause in scotland,0.0
libri_01455,five hundred men more who had been levied by the covenanters were persuaded to embrace the royal cause and with this combined force he hastened to attack lord elcho who lay at perth with an army of six thousand men assembled upon the first news of the irish invasion,five hundred men more who had been levied by the covenanters were persuaded to embrace the royal cause and with this combined force he hastened to attack lord elko who lay at perth with an army of six thousand men assembled upon the first news of the irish invasion,0.02040816326530612
libri_01456,dreading the superior power of argyle who having joined his vassals to a force levied by the public was approaching with a considerable army montrose hastened northwards in order to rouse again the marquis of huntley and the gordons who having before hastily taken arms had been instantly suppressed by the covenanters,dreading the superior power of argyle who having joined his vassals to a force levied by the public was approaching with a considerable army montrose hastened northward in order to rouse again the marquis of huntley and the gordons who having before hastily taken arms had been instantly suppressed by the covenanters,0.019230769230769232
libri_01457,this nobleman's character though celebrated for political courage and conduct was very low for military prowess and after some skirmishes in which he was worsted he here allowed montrose to escape him,this nobleman's character though celebrated for political courage and conduct was very low for military prowess and after some skirmishes in which he was worsted he here allowed montrose to escape him,0.0
libri_01458,by quick marches through these inaccessible mountains that general freed himself from the superior forces of the covenanters,by quick marches through these inaccessible mountains that general freed himself from the superior forces of the covenanters,0.0
libri_01459,with these and some reenforcements of the atholemen and macdonalds whom he had recalled montrose fell suddenly upon argyle's country and let loose upon it all the rage of war carrying off the cattle burning the houses and putting the inhabitants to the sword,with these and some reinforcements of the atholmen and macdonalds whom he had recalled montrose fell suddenly upon argyle's country and let loose upon it all the rage of war carrying off the cattle burning the houses and putting the inhabitants to the sword,0.045454545454545456
libri_01460,this severity by which montrose sullied his victories was the result of private animosity against the chieftain as much as of zeal for the public cause argyle collecting three thousand men marched in quest of the enemy who had retired with their plunder and he lay at innerlochy supposing himself still at a considerable distance from them,this severity by which montrose sullied his victories was the result of private animosity against the chieftain as much as of zeal for the public cause argyle collecting three thousand men marched in quest of the enemy who had retired with their plunder and he lay at inner locky supposing himself still at a considerable distance from them,0.03508771929824561
libri_01461,by a quick and unexpected march montrose hastened to innerlochy and presented himself in order of battle before the surprised but not affrightened covenanters,by a quick and unexpected march montrose hastened to inner locky and presented himself in order of battle before the surprised but not affrighted covenanters,0.125
libri_01462,his conduct and presence of mind in this emergence appeared conspicuous,his conduct and presence of mind in this emergence appeared conspicuous,0.0
libri_01463,montrose weak in cavalry here lined his troops of horse with infantry and after putting the enemy's horse to rout fell with united force upon their foot who were entirely cut in pieces though with the loss of the gallant lord gordon on the part of the royalists,montrose weak in cavalry here lined his troops of horse with infantry and after putting the enemy's horse to rout fell with united force upon their foot who were entirely cut in pieces though with the loss of the gallant lord gordon on the part of the royalists,0.0
libri_01464,from the same men new regiments and new companies were formed different officers appointed and the whole military force put into such hands as the independents could rely on,from the same men new regiments and new companies were formed different officers appointed and the whole military force put into such hands as the independents could rely on,0.0
libri_01465,besides members of parliament who were excluded many officers unwilling to serve under the new generals threw up their commissions and unwarily facilitated the project of putting the army entirely into the hands of that faction,besides members of parliament who were excluded many officers unwilling to serve under the new generals threw up their commissions and unwarily facilitated the project of putting the army entirely into the hands of that faction,0.0
