uttid,gt_text,asr_hypothesis
libri_01341,till we arise link'd in a golden band and never part but walk united bearing food to all our tender flowers,till we arise linked in a golden band and never part but walk united bearing food to all our tender flowers
libri_01342,lives not alone nor or itself fear not and i will call the weak worm from its lowly bed and thou shalt hear its voice,lives not alone nor of itself fear not and i will call the weak worm from its lowly bed and thou shalt hear its voice
libri_01343,come forth worm and the silent valley to thy pensive queen,come forth worm and the silent valley to thy pensive queen
libri_01344,the helpless worm arose and sat upon the lillys leaf and the bright cloud saild on to find his partner in the vale,the helpless worm arose and sat upon the lily's leaf and the bright cloud sailed on to find his partner in the vale
libri_01345,image of weakness art thou but a worm,image of weakness art thou but a worm
libri_01346,i see they lay helpless and naked weeping and none to answer none to cherish thee with mothers smiles,i see they lay helpless and naked weeping and none to answer none to cherish thee with mother's smiles
libri_01347,and says thou mother of my children i have loved thee and i have given thee a crown that none can take away,and says thou mother of my children i have loved thee and i have given thee a crown that none can take away
libri_01348,and lay me down in thy cold bed and leave my shining lot,and lay me down in thy cold bed and leave my shining lot
libri_01349,or an eye of gifts and graces showring fruits and coined gold,or an eye of gifts and graces showering fruits in coined gold
libri_01350,why a tongue impress'd with honey from every wind,why a tongue impressed with honey from every wind
libri_01351,why an ear a whirlpool fierce to draw creations in,why an ear a whirlpool fierce to draw creations in
libri_01352,all is said without a word,all is said without a word
libri_01353,i sit beneath thy looks as children do in the noon sun with souls that tremble through their happy eyelids from an unaverred yet prodigal inward joy,i sit beneath thy looks as children do in the noon sun with souls that tremble through their happy eyelids from an unaverred yet prodigal inward joy
libri_01354,i did not wrong myself so but i placed a wrong on thee,i did not wrong myself so but i placed a wrong on thee
libri_01355,when called before i told how hastily i dropped my flowers or brake off from a game,when called before i told how hastily i dropped my flowers or brake off from a game
libri_01356,shall i never miss home talk and blessing and the common kiss that comes to each in turn nor count it strange when i look up to drop on a new range of walls and floors another home than this,shall i never miss home talk and blessing and the common kiss that comes to each in turn nor count it strange when i look up to drop on a new range of walls and floors another home than this
libri_01357,alas i have grieved so i am hard to love,alas i have grieved so i am hard to love
libri_01358,open thy heart wide and fold within the wet wings of thy dove,open thy heart wide and fold within the wet wings of thy dove
libri_01359,could it mean to last a love set pendulous between sorrow and sorrow,could it mean to last a loveset pendulus between sorrow and sorrow
libri_01360,nay i rather thrilled distrusting every light that seemed to gild the onward path and feared to overlean a finger even,nay i rather thrilled distrusting every light that seemed to gild the onward path in fear to overlean a finger even
libri_01361,and though i have grown serene and strong since then i think that god has willed a still renewable fear,and though i have grown serene and strong since then i think that god has willed a still renewable fear
libri_01362,o love o troth,o lofh o trogh
libri_01363,and love be false,and love be false
libri_01364,if he to keep one oath must lose one joy by his life's star foretold,if he to keep one oath must lose one joy by his life's star foretold
libri_01365,slow to world greetings quick with its o list when the angels speak,slow to world greetings quick with its ow list when the angel speak
libri_01366,a ring of amethyst i could not wear here plainer to my sight than that first kiss,a ring of amethyst i could not wear here plainer to my sight than that first kiss
libri_01367,that was the chrism of love which love's own crown with sanctifying sweetness did precede the third upon my lips was folded down in perfect purple state since when indeed i have been proud and said my love my own,that was the chrysm of love which love's own crown with sanctifying sweetness did proceed the third upon my lips was folded down in perfect purple statee since when indeed i have been proud and said my love my own
libri_01368,dearest teach me so to pour out gratitude as thou dost good,dearest teach me so to pour out gratitude as thou dost good
libri_01369,mussulmans and giaours throw kerchiefs at a smile and have no ruth for any weeping,mussulmans and gyores throw kerchiefs at a smile and have no ruth for any weeping
libri_01370,but thou art not such a lover my beloved,but thou art not such a lover my beloved
libri_01371,thou canst wait through sorrow and sickness to bring souls to touch and think it soon when others cry too late,thou canst wait through sorrow and sickness to bring souls to touch and think it soon when others cry too late
libri_01372,i thank all who have loved me in their hearts with thanks and love from mine,i think all who have loved me in their hearts with thanks and love from mine
libri_01373,oh to shoot my soul's full meaning into future years that they should lend it utterance and salute love that endures from life that disappears,oh to shoot my soul's full meaning into future years that they should lend it utterance and salute love that endures from life that disappears
libri_01374,then i long tried by natural ills received the comfort fast while budding at thy sight my pilgrim's staff gave out green leaves with morning dews impearled,then i long tried by natural ills received the comfort fast while budding at thy sight my pilgrim's staff gave out green leaves with morning dews impearled
libri_01375,i love thee freely as men strive for right i love thee purely as they turn from praise,i love thee freely as men strive for right i love thee purely as they turn from praise
libri_01376,i love thee with the passion put to use in my old griefs and with my childhood's faith,i love thee with the passion put to use in my old grievs and with my childhood's faith
libri_01377,i love thee with a love i seemed to lose with my lost saints i love thee with the breath smiles tears of all my life and if god choose i shall but love thee better after death,i love thee with a love i seemed to lose with my lost saints i love thee with the breath smiles tears of all my life and if god choose i shall but love thee better after death
libri_01378,nature of the effect produced by early impressions,nature of the effect produced by early impressions
libri_01379,that is comparatively nothing,that is comparatively nothing
libri_01380,they are chiefly formed from combinations of the impressions made in childhood,they are chiefly formed from combinations of the impressions made in childhood
libri_01381,vast importance and influence of this mental furnishing,vast importance and influence of this mental furnishing
libri_01382,without going to any such extreme as this we can easily see on reflection how vast an influence on the ideas and conceptions as well as on the principles of action in mature years must be exerted by the nature and character of the images which the period of infancy and childhood impresses upon the mind,without going to any such extreme as this we can easily see on reflection how vast an influence on the ideas and conceptions as well as on the principles of action in mature years must be exerted by the nature and character of the images which the period of infancy and childhood impress upon the mind
libri_01383,the pain produced by an act of hasty and angry violence to which a father subjects his son may soon pass away but the memory of it does not pass away with the pain,the pain produced by an act of hasty and angry violence to which a father subjects his son may soon pass away but the memory of it does not pass away with the pain
libri_01384,to such persons these indirect modes of training children in habits of subordination to their will or rather of yielding to their influence are specially useful,to such persons these indirect modes of training children in habits of subordination to their will or rather of yielding to their influence are specially useful
libri_01385,della had a young sister named maria and a cousin whose name was jane,della had a young sister named maria and a cousin whose name was jane
libri_01386,now delia contrived to obtain a great influence and ascendency over the minds of the children by means of these dolls,now delia contrived to obtain a great influence and ascendancy over the minds of the children by means of these dolls
libri_01387,to give an idea of these conversations i will report one of them in full,to give an idea of these conversations i will report one of them in full
libri_01388,you have come andella andella was the name of jane's doll to make rosalie a visit,you have come and della and della was the name of jane's doll to make rosalie a visit
libri_01389,i am very glad,i am very glad
libri_01390,i expect you have been a very good girl andella since you were here last,i expect you have been a very good girl anndella since you were here last
libri_01391,then turning to jane she asked in a somewhat altered tone has she been a good girl jane,then turning to jane she asked in a somewhat altered tone has she been a good girl jane
libri_01392,for instance one day the children had been playing upon the piazza with blocks and other playthings and finally had gone into the house leaving all the things on the floor of the piazza instead of putting them away in their places as they ought to have done,for instance one day the children had been playing upon the piazza with blocks and other playthings and finally had gone into the house leaving all the things on the floor of the piazza instead of putting them away in their places as they ought to have done
libri_01393,they were now playing with their dolls in the parlor,they were now playing with their dolls in the parlour
libri_01394,delia came to the parlor and with an air of great mystery beckoned the children aside and said to them in a whisper leave andella and rosalie here and don't say a word to them,delia came to the parlour and with an air of great mystery beckoned the children aside and said to them in a whisper leave anndella and rosalie here and don't say a word to them
libri_01395,so saying she led the way on tiptoe followed by the children out of the room and round by a circuitous route to the piazza there,so saying she led the way on tiptoe followed by the children out of the room and round by a circuitous route to the piazza there
libri_01396,said she pointing to the playthings see,said she pointing to the playthings see
libri_01397,put these playthings all away quick and carefully and we will not let them know any thing about your leaving them out,put these playthings all away quick and carefully and we will not let them know anything about your leaving them out
libri_01398,and this method of treating the case was much more effectual in making them disposed to avoid committing a similar fault another time than any direct rebukes or expressions of displeasure addressed personally to them would have been,and this method of treating the case was much more effectual in making them dispose to avoid committing a similar fault another time than any direct rebukes or expressions of displeasure addressed personally to them would have been
libri_01399,the three modes of management,the three modes of management
libri_01400,to suppose that the object of this work is to aid in effecting such a substitution as that is entirely to mistake its nature and design,to suppose that the object of this work is to aid in effecting such a substitution as that is entirely to mistake its nature and design
libri_01401,by reason and affection,snan afeton
libri_01402,as the chaise drives away mary stands bewildered and perplexed on the door step her mind in a tumult of excitement in which hatred of the doctor distrust and suspicion of her mother disappointment vexation and ill humor surge and swell among those delicate organizations on which the structure and development of the soul so closely depend doing perhaps an irreparable injury,as the chase drives away mary stands bewildered and perplexed on the doorstep her mind in a tumult of excitement in which hatred of the doctor distrust and suspicion of her mother disappointment vexation and ill humor surge and swell among those delecate organizations on which the structure and development of the soul so closely depend doing perhaps and irreparable injury
libri_01403,the mother as soon as the chaise is so far turned that mary can no longer watch the expression of her countenance goes away from the door with a smile of complacency and satisfaction upon her face at the ingenuity and success of her little artifice,the mother as soon as the chaise is so far turned that mary can no longer watch the expression of her countenance goes away from the door with a smile of complacency and satisfaction on her face at the ingenuity and success of her little artifice
libri_01404,so you will be a good girl i know and not make any trouble but will stay at home contentedly won't you,so you will be a good girl i know and not make any trouble but will stay at home contentedly won't you
libri_01405,the mother in managing the case in this way relies partly on convincing the reason of the child and partly on an appeal to her affection,the mother in managing the case in this way relies partly on convincing the reason of the child and partly on an appeal to her affection
libri_01406,if you should not be a good girl but should show signs of making us any trouble i shall have to send you out somewhere to the back part of the house until we are gone,if you should not be a good girl but should show signs of making us any trouble i shall have to send you out somewhere to the back part of the house until we are gone
libri_01407,but this last supposition is almost always unnecessary for if mary has been habitually managed on this principle she will not make any trouble,but this last supposition is almost always unnecessary for if mary has been habitually managed on this principle she will not make any trouble
libri_01408,it is indeed true that the importance of tact and skill in the training of the young and of cultivating their reason and securing their affection can not be overrated,it is indeed true that the importance of tact and skill in the training of the young and of cultivating their reason and securing their affection cannot be overrated
libri_01409,but anders cared nothing about that,but andrers cared nothing about that
libri_01410,he made a bow so deep that his back came near breaking and he was dumbfounded i can tell you when he saw it was nobody but anders,he made a bow so deep that his back came near breaking and he was dumbfounded i can tell you when he saw it was nobody but anders
libri_01411,he was such a big boy that he wore high boots and carried a jack knife,he was such a big boy that he wore high boots and carried a jack knife
libri_01412,now this knife was a splendid one though half the blade was gone and the handle was a little cracked and anders knew that one is almost a man as soon as one has a jack knife,now this knife was a splendid one though half the blade was gone and the handle was a little cracked and anders knew that one is almost a man as soon as one has a jack knife
libri_01413,yes why not thought anders,yes why not thought anders
libri_01414,seeing that i am so fine i may as well go and visit the king,seeing that i am so fine i may as well go and visit the king
libri_01415,i am going to the court ball answered anders,i am going to the court ball answered anders
libri_01416,and she took anders hand and walked with him up the broad marble stairs where soldiers were posted at every third step and through the magnificent halls where courtiers in silk and velvet stood bowing wherever he went,and she took ander's hand and walked with him up the broad marble stairs where soldiers were posted at every third step and through the magnificent halls where courtiers in silk and velvet stood bowing wherever he went
libri_01417,for like as not they must have thought him a prince when they saw his fine cap,for like as not they must have thought him a prince when they saw his fine cap
libri_01418,at the farther end of the largest hall a table was set with golden cups and golden plates in long rows,at the farther end of the largest hall a table was set with golden cups and golden plates in long rows
libri_01419,on huge silver platters were pyramids of tarts and cakes and red wine sparkled in glittering decanters,on huge silver platters were pyramids of tarts and cakes and red wine sparkled in glittering decanters
libri_01420,the princess sat down under a blue canopy with bouquets of roses and she let anders sit in a golden chair by her side,the princess sat down under a blue canopy with bouquets of roses and she let ander sit in a golden chair by her side
libri_01421,but you must not eat with your cap on your head she said and was going to take it off,but you must not eat with your cap on your head she said and was going to take it off
libri_01422,the princess certainly was beautiful and he would have dearly liked to be kissed by her but the cap which his mother had made he would not give up on any condition,the princess certainly was beautiful and he would have dearly liked to be kissed by her but the cap which his mother had made he would not give up on any condition
libri_01423,he only shook his head,he only shook his head
libri_01424,well but now said the princess and she filled his pockets with cakes and put her own heavy gold chain around his neck and bent down and kissed him,well but now said the princess and she filled his pockets with cakes and put her own heavy gold chain around his neck and bent down and kissed him
libri_01425,that is a very fine cap you have he said,that is a very fine cap you have he said
libri_01426,so it is said anders,so it is sain anders
libri_01427,and it is made of mother's best yarn and she knitted it herself and everybody wants to get it away from me,and it is made of mother's best yarn and she knitted it herself and everybody wants to get it away from me
libri_01428,with one jump anders got out of his chair,with one jump anders got out of his chair
libri_01429,he darted like an arrow through all the halls down all the stairs and across the yard,he darted like an arrow through all the halls down all the stairs and across the yard
libri_01430,he still held on to it with both hands as he rushed into his mother's cottage,he still held onto it with both hands as he rushed into his mother's cottage
libri_01431,and all his brothers and sisters stood round and listened with their mouths open,and all his brothers and sisters stood round and listened with their mouths open
libri_01432,but when his big brother heard that he had refused to give his cap for a king's golden crown he said that anders was a stupid,but when his big brother heard that he had refused to give his cap for a king's golden crown he said that anders was a stupid
libri_01433,anders face grew red,ander's face grew red
libri_01434,but his mother hugged him close,but his mother hugged him close
libri_01435,no my little son she said,no my little sun she said
libri_01436,if you dressed in silk and gold from top to toe you could not look any nicer than in your little red cap,if you dressed in silk and gold from top to toe you could not look any nicer than in your little red cap
libri_01437,he passed through henley saint albans and came so near to london as harrow on the hill,he passed through henley saint alban's and came so near to london as harrow on the hill
libri_01438,the scottish generals and commissioners affected great surprise on the appearance of the king and though they paid him all the exterior respect due to his dignity they instantly set a guard upon him under color of protection and made him in reality a prisoner,the scottish generals and commissioners affected great surprise on the appearance of the king and though they paid him all the exterior respect due to his dignity they instantly set a guard upon him under color of protection and made him in reality a prisoner
libri_01439,they informed the english parliament of this unexpected incident and assured them that they had entered into no private treaty with the king,they informed the english parliament of this unexpected incident and assured them that they had entered into no private treaty with the king
libri_01440,or hath he given us any gift,or hath he given us any gift
libri_01441,and the men of israel answered the men of judah and said we have ten parts in the king and we have also more right in david than ye why then did ye despise us that our advice should not be first had in bringing back our king,and the men of israel answered the men of judah and said we have ten parts in the king and we have also more right in david than ye why then did ye despise us that our advice should not be first had in bringing back our king
libri_01442,another preacher after reproaching him to his face with his misgovernment ordered this psalm to be sung,another preacher after reproaching him to his face with his misgovernment ordered this psalm to be sung
libri_01443,the king stood up and called for that psalm which begins with these words,the king stood up and called for that psalm which begins with these words
libri_01444,have mercy lord on me i pray for men would me devour,have mercy lord on me i pray for men would me devour
libri_01445,the good natured audience in pity to fallen majesty showed for once greater deference to the king than to the minister and sung the psalm which the former had called for,the good natured audience in pity to fallen majesty showed for once greater deference to the king than to the minister and sung the psalm which the former had called for
libri_01446,the parliament and the scots laid their proposals before the king,the parliament and the scots laid their proposals before the king
libri_01447,before the settlement of terms the administration must be possessed entirely by the parliaments of both kingdoms and how incompatible that scheme with the liberty of the king is easily imagined,before the settlement of terms the administration must be possessed entirely by the parliaments of both kingdoms and how incompatible that scheme with the liberty of the king is easily imagined
libri_01448,the english it is evident had they not been previously assured of receiving the king would never have parted with so considerable a sum and while they weakened themselves by the same measure have strengthened a people with whom they must afterwards have so material an interest to discuss,the english it is evident had they not been previously assured of receiving the king would never have parted with so considerable a sum and while they weakened themselves by the same measure have strengthened a people with whom they must afterwards have so material an interest to discuss
libri_01449,if any still retained rancor against him in his present condition they passed in silence while his well wishers more generous than prudent accompanied his march with tears with acclamations and with prayers for his safety,if anny still retained rancour against him in his present condition they passed in silence while his well wishers more generous than prudent accompanied his march with tears with acclamations and with prayers for his safety
libri_01450,his death in this conjuncture was a public misfortune,his death in this conjuncture was a public misfortune
libri_01451,though thrown into prison for this enterprise and detained some time he was not discouraged but still continued by his countenance and protection to infuse spirit into the distressed royalists,though thrown into prison for this enterprise and detained some time he was not discouraged but still continued by his countenance and protection to infuse spirit into the distressed royalists
libri_01452,among other persons of distinction who united themselves to him was lord napier of merchiston son of the famous inventor of the logarithms the person to whom the title of a great man is more justly due than to any other whom his country ever produced,among other persons of distinction who united themselves to him was lord napier of murchiston son of the famous inventor of the logorythms the person to whom the title of a great man is more justly due than to any other whom his country ever produced
libri_01453,while the former foretold that the scottish covenanters were secretly forming a union with the english parliament and inculcated the necessity of preventing them by some vigorous undertaking the latter still insisted that every such attempt would precipitate them into measures to which otherwise they were not perhaps inclined,while the former foretold that the scottish covenanters were secretly forming a union with the english parliament and inculcated the necessity of preventing them by some vigorous undertaking the latter still insisted that every such attempt would precipitate them into measures to which otherwise they were not perhaps inclined
libri_01454,the king's ears were now open to montrose's counsels who proposed none but the boldest and most daring agreeably to the desperate state of the royal cause in scotland,the king's ears were now open to montrose's counsils who proposed none but the boldest and most daring agreeably to the desperate state of the royal cause in scotland
libri_01455,five hundred men more who had been levied by the covenanters were persuaded to embrace the royal cause and with this combined force he hastened to attack lord elcho who lay at perth with an army of six thousand men assembled upon the first news of the irish invasion,five hundred men more who had been levied by the covenanters were persuaded to embrace the royal cause and with this combined force he hastened to attack lord elkoe who lay at perth with an army of six thousand men assembled upon the first news of the irish invasion
libri_01456,dreading the superior power of argyle who having joined his vassals to a force levied by the public was approaching with a considerable army montrose hastened northwards in order to rouse again the marquis of huntley and the gordons who having before hastily taken arms had been instantly suppressed by the covenanters,dreading the superior power of argyle who having joined his vassals to a force levied by the public was approaching with a considerable army montrose hastened northward in order to rouse again the marquis of huntley and the gordons who having before hastily taken arms had been instantly suppressed by the covenanters
libri_01457,this nobleman's character though celebrated for political courage and conduct was very low for military prowess and after some skirmishes in which he was worsted he here allowed montrose to escape him,this nobleman's character though celebrated for political courage and conduct was very low for military prowess and after some skirmishes in which he was worsted he here allowed montrose to escape him
libri_01458,by quick marches through these inaccessible mountains that general freed himself from the superior forces of the covenanters,by quick marches through these inaccessible mountains that general freed himself from the superior forces of the covenanters
libri_01459,with these and some reenforcements of the atholemen and macdonalds whom he had recalled montrose fell suddenly upon argyle's country and let loose upon it all the rage of war carrying off the cattle burning the houses and putting the inhabitants to the sword,with these and some reinforcements of the athol men and macdonalds whom he had recalled montrose fell suddenly upon argyle's country and let loose upon it all the rage of war carrying off the cattle burning the houses and putting the inhabitants to the sword
libri_01460,this severity by which montrose sullied his victories was the result of private animosity against the chieftain as much as of zeal for the public cause argyle collecting three thousand men marched in quest of the enemy who had retired with their plunder and he lay at innerlochy supposing himself still at a considerable distance from them,this severity by which montrose sullied his victories was the result of private animosity against the chieftain as much as of zeal for the public cause ourguyle collecting three thousand men marched in quest of the enemy who had retired with their plunder and he lay at innerlocky supposing himself still at a considerable distance from them
libri_01461,by a quick and unexpected march montrose hastened to innerlochy and presented himself in order of battle before the surprised but not affrightened covenanters,by a quick and unexpected march montrose hastened to inner locky and presented himself in order of battle before the surprised but not affrightened covenanters
libri_01462,his conduct and presence of mind in this emergence appeared conspicuous,his conduct and presence of mind in this emergence appeared conspicuous
libri_01463,montrose weak in cavalry here lined his troops of horse with infantry and after putting the enemy's horse to rout fell with united force upon their foot who were entirely cut in pieces though with the loss of the gallant lord gordon on the part of the royalists,montrese weak in cavalry here lined his troops of horse with infantry and after putting the enemy's horse to rout fell with united forse upon their foot who were entirely cut in pieces though with the loss of the gallant lord gordon on the part of the royalists
libri_01464,from the same men new regiments and new companies were formed different officers appointed and the whole military force put into such hands as the independents could rely on,from the same men new regiments and new companies were formed different officers appointed and the whole military force put into such hands as the independents could rely on
libri_01465,besides members of parliament who were excluded many officers unwilling to serve under the new generals threw up their commissions and unwarily facilitated the project of putting the army entirely into the hands of that faction,besides members of parliament who were excluded many officers unwilling to serve under the new generals threw up their commissions and unwarily facilitated the project of putting the army entirely into the hands of that faction
libri_01466,though the discipline of the former parliamentary army was not contemptible a more exact plan was introduced and rigorously executed by these new commanders,though the discipline of the former parliamentary army was not contemptible a more exact plan was introduced and rigorously executed by these new commanders
libri_01467,valor indeed was very generally diffused over the one party as well as the other during this period discipline also was attained by the forces of the parliament but the perfection of the military art in concerting the general plans of action and the operations of the field seems still on both sides to have been in a great measure wanting,valor indeed was very generally diffused over the one party as well as the other during this period discipline also was attained by the forces of the parliament but the perfection of the military art in concerting the general plans of action and the operations of the field seems still on both sides to have been in a great measure wanting
libri_01468,historians at least perhaps from their own ignorance and inexperience have not remarked any thing but a headlong impetuous conduct each party hurrying to a battle where valor and fortune chiefly determined the success,historians at least perhaps from their own ignorance and inexperience have not remarked any thing but a headlong impetuous conduct each party hurrying to a battle where valor and fortune chiefly determined the success
libri_01469,chapter one origin,hatr one orgin
libri_01470,it engenders a whole world la pegre for which read theft and a hell la pegrenne for which read hunger,it engenders a whole world la pegre for which red theft and a hell la pegren for which red hunger
libri_01471,thus idleness is the mother,thus idleness is the mother
libri_01472,she has a son theft and a daughter hunger,she has a son theft and a daughter hunger
libri_01473,what is slang,what is slang
libri_01474,we have never understood this sort of objections,we have never understood this sort of objections
libri_01475,slang is odious,slang is odious
libri_01476,slang makes one shudder,slang makes one shudder
libri_01477,who denies that of course it does,who denies that of course it does
libri_01478,when it is a question of probing a wound a gulf a society since when has it been considered wrong to go too far to go to the bottom,when it is a question of probing a wound a gulf a society since when has it been considered wrong to go too far to go to the bottom
libri_01479,we have always thought that it was sometimes a courageous act and at least a simple and useful deed worthy of the sympathetic attention which duty accepted and fulfilled merits,we have always thought that it was sometimes a courageous act and at least a simple and useful deed worthy of the sympathetic attention which duty accepted in fulfilled merits
libri_01480,why should one not explore everything and study everything,why should one not explore everything and study everything
libri_01481,why should one halt on the way,why should one halt on the way
libri_01482,nothing is more lugubrious than the contemplation thus in its nudity in the broad light of thought of the horrible swarming of slang,nothing is more lugubrious than the contemplation thus in its nudity in the broad light of thought of the horrible swarming of slang
libri_01483,now when has horror ever excluded study,now when has horror ever excluded study
libri_01484,since when has malady banished medicine,since when has malady banished medicine
libri_01485,can one imagine a naturalist refusing to study the viper the bat the scorpion the centipede the tarantula and one who would cast them back into their darkness saying oh how ugly that is,can one imagine a naturalist refusing to study the viper the bad the scorpion the centipede the torantula and one who would cast them back into their darkness saying oh how ugly that is
libri_01486,he would be like a philologist refusing to examine a fact in language a philosopher hesitating to scrutinize a fact in humanity,he would be like a philologist refusing to examine a fact in language a philosopher hesitating to scrutinize a fact in humanity
libri_01487,what is slang properly speaking,what is slang properly speaking
libri_01488,it is the language of wretchedness,it is the langage f richednis
libri_01489,we may be stopped the fact may be put to us in general terms which is one way of attenuating it we may be told that all trades professions it may be added all the accidents of the social hierarchy and all forms of intelligence have their own slang,we may be stopped the fact may be put to us in general terms which is one way of attenuating it we may be told that all trades professions it may be added all the accidents of the social hierarchy and all forms of intelligence have their own slang
libri_01490,the painter who says my grinder the notary who says my skip the gutter the hairdresser who says my mealyback the cobbler who says my cub talks slang,the painter who says my grinder the notary who says my skip the gutter the hair dresser who says my mealy back the cobbler who says my cub talks slang
libri_01491,there is the slang of the affected lady as well as of the precieuses,there is the slang of the affected lady as well as of the pressuses
libri_01492,the sugar manufacturer who says loaf clarified lumps bastard common burnt this honest manufacturer talks slang,the sugar manufacturer who says loaf clarified lumps bastered common burnt this honest manufacturer talks slang
libri_01493,algebra medicine botany have each their slang,algebra medicine botany have each their slang
libri_01494,to meet the needs of this conflict wretchedness has invented a language of combat which is slang,to meet the needs of this conflict wretchedness has invented a language of combat which is slang
libri_01495,to keep afloat and to rescue from oblivion to hold above the gulf were it but a fragment of some language which man has spoken and which would otherwise be lost that is to say one of the elements good or bad of which civilization is composed or by which it is complicated to extend the records of social observation is to serve civilization itself,to keep afloat and to rescue from oblivion to hold above the gulf were it but a fragment of some language which man has spoken and which would otherwise be lost that is to say one of the elements good or bad of which civilization is composed or by which it is complicated to extend the records of social observation is to serve civiliation itself
libri_01496,phoenician very good,fheni an very go
libri_01497,even dialect let that pass,even dialect let that pass
libri_01498,to this we reply in one word only,to this we reply in one word only
libri_01499,assuredly if the tongue which a nation or a province has spoken is worthy of interest the language which has been spoken by a misery is still more worthy of attention and study,assuredly if the tongue which a nation or a province has spoken is worthy of interest the language which has been spoken by a misery is still more worthy of attention and study
libri_01500,and then we insist upon it the study of social deformities and infirmities and the task of pointing them out with a view to remedy is not a business in which choice is permitted,and then we insist upon it the study of social deformities and infirmities and the task of pointing them out with a view to remedy is not a business in which choice is permitted
libri_01501,he must descend with his heart full of charity and severity at the same time as a brother and as a judge to those impenetrable casemates where crawl pell mell those who bleed and those who deal the blow those who weep and those who curse those who fast and those who devour those who endure evil and those who inflict it,he must descend with his heart full of charity and severity at the same time as a brother and as a judge to those impenetrable casemates where crawl pell mell those who bleed in those who deal the blow those who weep in those who curse those who fast and those who devour those who endure evil and those who inflict it
libri_01502,do we really know the mountain well when we are not acquainted with the cavern,do we really know the mountain well when we are not acquainted with the cavern
libri_01503,they constitute two different orders of facts which correspond to each other which are always interlaced and which often bring forth results,they constitute two different orders of facts which correspond to each other which are always interlaced and which often bring forth results
libri_01504,true history being a mixture of all things the true historian mingles in everything,true history being a mixture of all things the true historian mingles in everything
libri_01505,facts form one of these and ideas the other,facts form one of these and ideas the other
libri_01506,there it clothes itself in word masks in metaphor rags,there it clothes itself in word masks in metaphor rags
libri_01507,in this guise it becomes horrible,in this guise it becomes horrible
libri_01508,one perceives without understanding it a hideous murmur sounding almost like human accents but more nearly resembling a howl than an articulate word,one perceives without understanding it a hideous murmur sounding almost like human accents but more nearly resembling a howl than an articulate word
libri_01509,one thinks one hears hydras talking,one thinks one hears hydras talking
libri_01510,it is unintelligible in the dark,it is unintelligible in the dark
libri_01511,it is black in misfortune it is blacker still in crime these two blacknesses amalgamated compose slang,it is black in misfortune it is blacker still in crime these two blacknesses amalgamated composed slang
libri_01512,the earth is not devoid of resemblance to a jail,the earth is not devoid of resemblance to achal
libri_01513,look closely at life,
libri_01514,it is so made that everywhere we feel the sense of punishment,it is so made that everywhere we feel the sense of punishment
libri_01515,each day has its own great grief or its little care,each day has its own great grief for its little care
libri_01516,yesterday you were trembling for a health that is dear to you to day you fear for your own to morrow it will be anxiety about money the day after to morrow the diatribe of a slanderer the day after that the misfortune of some friend then the prevailing weather then something that has been broken or lost then a pleasure with which your conscience and your vertebral column reproach you again the course of public affairs,yesterday you were trembling for a health that is dear to you to day you fear for your own to morrow it will be anxiety about money the day after to morrow the diet tribe of a slanderer the day after that the misfortune of some friend then the prevailing weather then something that has been broken or lost then a pleasure with which your conscience and your vertebral calmn reproach you again the course of public affairs
libri_01517,this without reckoning in the pains of the heart and so it goes on,this without reckoning in the pains of the heart and so it goes on
libri_01518,there is hardly one day out of a hundred which is wholly joyous and sunny,there is hardly one day out of a hundred which is wholly joyous and sunny
libri_01519,and you belong to that small class who are happy,and you belong t o that small class  o are happy
libri_01520,in this world evidently the vestibule of another there are no fortunate,in this world's evidently the vestibule of another there are no fortunate
libri_01521,the real human division is this the luminous and the shady,the real human division is this the luminous and the shady
libri_01522,to diminish the number of the shady to augment the number of the luminous that is the object,to diminish the number of the shady to augment the number of the luminous that is the object
libri_01523,that is why we cry education science,that is why we cry education science
libri_01524,to teach reading means to light the fire every syllable spelled out sparkles,to teach reading means to light the fire every syllable spelled out sparkles
libri_01525,however he who says light does not necessarily say joy,however he who says light does not necessarily say joy
libri_01526,people suffer in the light excess burns,people suffer in the light excess burns
libri_01527,the flame is the enemy of the wing,the flame is the enemy of the wing
libri_01528,to burn without ceasing to fly therein lies the marvel of genius,to burn without ceasing to fly therein lies the marvel of genius
libri_01529,out in the woods stood a nice little fir tree,out in the wood stood a nice little fir tree
libri_01530,the place he had was a very good one the sun shone on him as to fresh air there was enough of that and round him grew many large sized comrades pines as well as firs,the place he had was a very good one the sun shone on him as to fresh air there was enough of that and round him grew many large sized comrades pines as well as firs
libri_01531,he did not think of the warm sun and of the fresh air he did not care for the little cottage children that ran about and prattled when they were in the woods looking for wild strawberries,he did not think of the warm sun and of the fresh air he did not care for the little cottage children that ran about and prattled when they were in the woods looking for wild strawberries
libri_01532,but this was what the tree could not bear to hear,but this was what the tree could not bear to hear
libri_01533,in winter when the snow lay glittering on the ground a hare would often come leaping along and jump right over the little tree,in winter when the snow lay glittering on the ground a hare would often come leaping along and jump right over the little tree
libri_01534,oh that made him so angry,oh that made him so angry
