clean_name,singer_id,technique,atlas_group,gt_lyrics,asr_hypothesis,wer,per
EN-Alto-1__pharyngeal__control__0013,EN-Alto-1,pharyngeal,control,make it out of this mess it's a love story baby just say yes <SP>,make it out of this mess it's a love story baby just say yes,0.0,0.0
EN-Alto-1__pharyngeal__control__0009,EN-Alto-1,pharyngeal,control,but you were everything to me i was begging you please don't <AP> go <AP>,but you were everything to me i was begging you please don't go,0.0,0.0
EN-Alto-1__pharyngeal__control__0000,EN-Alto-1,pharyngeal,control,<AP> we were both young when i first saw you <AP> i close my eyes and the flashback starts i'm standing there <SP>,we were both young when i first saw you i close my eyes and the flashback starts i'm standing there,0.0,0.0
EN-Alto-1__pharyngeal__control__0007,EN-Alto-1,pharyngeal,control,<SP> so i sneak out to the garden to see you <AP> we keep quiet cause we're dead if they knew so close your eyes <AP>,so i sneak out to the garden to see you we keep it quiet 'cause we're dead if they knew so close your eyes,0.043478260869565216,0.03333333333333333
EN-Alto-1__pharyngeal__control__0011,EN-Alto-1,pharyngeal,control,and <AP> i'll be the princess it's a love story baby just say yes <AP>,and i'll be the princess it's a love story baby just say yes,0.0,0.0
EN-Alto-1__pharyngeal__control__0004,EN-Alto-1,pharyngeal,control,and i was crying on the staircase <AP> begging you please don't go <SP>,and i was crying on the staircase begging you please don't go,0.0,0.0
EN-Alto-1__pharyngeal__control__0008,EN-Alto-1,pharyngeal,control,escape this town for a little while oh <AP> oh <AP> cause you were romeo i was a scarlet letter and my daddy said stay away from juliet <AP>,escape this town for a little while oh oh oh cause you were romeo i was a scarlet letter and my daddy said stay away from juliet,0.038461538461538464,0.012345679012345678
EN-Alto-1__pharyngeal__control__0003,EN-Alto-1,pharyngeal,control,that you were romeo you were throwing pebbles and my daddy said stay away from juliet <AP>,that you were romeo you were throwing pebbles and my daddy said stay away from juliet,0.0,0.0
EN-Alto-1__pharyngeal__control__0014,EN-Alto-1,pharyngeal,control,<AP> i got tired of waiting <AP> wondering if you were ever coming around <AP>,and i got tired waiting wonder if you're forever coming around,0.5,0.25
EN-Alto-1__pharyngeal__control__0002,EN-Alto-1,pharyngeal,control,see you make your way through the crowd and say hello <SP> little did i know <SP>,see you make your way through the crowd and say hello little did i know,0.0,0.0
EN-Alto-1__pharyngeal__control__0010,EN-Alto-1,pharyngeal,control,and i said <AP> romeo take me somewhere we can be alone <AP> i'll be waiting all there's left to do is run you'll be the prince <AP>,and i said romeo take me somewhere we can be alone i'll be waiting all there's left to do is run you'll be the prince,0.0,0.0
EN-Alto-1__pharyngeal__control__0005,EN-Alto-1,pharyngeal,control,and i said <AP> romeo take me somewhere we can be alone i'll be <AP>,and i said romeo take me somewhere we can be alone i'll be,0.0,0.0
EN-Alto-1__mixed_voice__control__0006,EN-Alto-1,mixed_voice,control,<SP> goodbye papa please pray for me <AP> was the black sheep of the family <SP>,goodbye papa please pray for me i was the black sheep of the family,0.07692307692307693,0.023255813953488372
EN-Alto-1__mixed_voice__control__0018,EN-Alto-1,mixed_voice,control,were just starfish on the beach we had joy <AP> we had fun we had seasons in the sun <AP>,we're just seasons out of touch we had joy we had fun we had seasons in the sun,0.2222222222222222,0.22641509433962265
EN-Alto-1__mixed_voice__control__0001,EN-Alto-1,mixed_voice,control,we've known each other since we were nine or ten <SP> together we've climbed hills and trees <SP>,we've known each other since when i were ten together we climb hills and trees,0.375,0.15384615384615385
EN-Alto-1__mixed_voice__control__0012,EN-Alto-1,mixed_voice,control,but the wine and the song <AP> like the seasons have all gone <SP>,but the why and the soul like the seasons have all gone,0.16666666666666666,0.08571428571428572
EN-Alto-1__mixed_voice__control__0013,EN-Alto-1,mixed_voice,control,<SP> goodbye michelle my little one <SP> you gave me love and helped me find the sun <SP>,good bye michel my little one you gave me love and helped me find the sun,0.2,0.0
EN-Alto-1__mixed_voice__control__0009,EN-Alto-1,mixed_voice,control,now that the spring is in the air <AP> little children everywhere <AP> when you see them i'll be there <AP>,now that spring is in the air little children everywhere when you see them i'll be there,0.05555555555555555,0.03571428571428571
EN-Alto-1__mixed_voice__control__0020,EN-Alto-1,mixed_voice,control,but the wine and the song <AP> like the seasons have all gone <AP> all our lives we had fun we had seasons in the sun <AP>,but the wine and the sun like the seasons have a gun we have joy and we have fun we have seasons in the sun,0.375,0.2463768115942029
EN-Alto-1__mixed_voice__control__0000,EN-Alto-1,mixed_voice,control,<AP> goodbye to you my trusted friend <AP>,goodbye to you my trusty friend,0.16666666666666666,0.08695652173913043
EN-Alto-1__mixed_voice__control__0007,EN-Alto-1,mixed_voice,control,you tried to teach me right from wrong <SP> too much wine and too much song wonder how i got along <AP>,you try to teach me right from wrong too much wine and too much song wonder how i got along,0.05,0.017543859649122806
EN-Alto-1__mixed_voice__control__0017,EN-Alto-1,mixed_voice,control,we had joy we had fun we had seasons in the sun <AP> but the stars we could reach <AP>,we had joy we had fun we had seasons in the sun but the hills that we climb,0.2222222222222222,0.23529411764705882
EN-Alto-1__mixed_voice__control__0021,EN-Alto-1,mixed_voice,control,but the hills that <AP> we climbed were just seasons out of time <AP>,but the wine and the sun like the seasons have gone,0.75,0.631578947368421
EN-Alto-1__mixed_voice__control__0011,EN-Alto-1,mixed_voice,control,like the seasons have all gone <AP> we had joy we had fun we had seasons in the sun <AP>,like the seasons have ago we had joy we had fun we had seasons in the sun,0.1111111111111111,0.07692307692307693
EN-Alto-1__mixed_voice__control__0015,EN-Alto-1,mixed_voice,control,when all the birds are singing in the sky <SP> now that the spring is in the air <SP>,when all the birds are singing in the sky now the spring is in the air,0.058823529411764705,0.06666666666666667
EN-Alto-1__mixed_voice__control__0004,EN-Alto-1,mixed_voice,control,pretty girls are everywhere <SP> think of me and i'll be there <AP>,pretty girls are everywhere think of me and i'll be there,0.0,0.0
EN-Alto-1__mixed_voice__control__0008,EN-Alto-1,mixed_voice,control,goodbye papa it's hard to die <AP> when <AP> all the birds are singing in the sky <AP>,goodbye papa it's hard to die when all the birds are singing in the sky,0.0,0.0
EN-Alto-1__mixed_voice__control__0003,EN-Alto-1,mixed_voice,control,when all the birds are singing in the sky <AP> now that the spring is in the air <SP>,when all the birds are singing in the sky now that the spring is in the air,0.0,0.0
EN-Alto-1__mixed_voice__control__0019,EN-Alto-1,mixed_voice,control,but the stars <AP> we could reach were just starfish on the beach <AP> we had joy we had fun we had seasons in the sun <AP>,but the wine in the sun like the seasons have a gun we had joy we had fun we had seasons in the sun,0.4166666666666667,0.4225352112676056
EN-Alto-1__mixed_voice__control__0016,EN-Alto-1,mixed_voice,control,with the flowers everywhere <SP> i wish that we could both be there <AP>,with the flowers everywhere i wish that we could both be there,0.0,0.0
EN-Alto-1__mixed_voice__control__0014,EN-Alto-1,mixed_voice,control,and every time that i was down <SP> you would always come around and get my feet back on the ground goodbye michelle it's hard to die <SP>,and every time that i was done you would always come around and get my feet back on the ground goodbye my shawl is hard to die,0.15384615384615385,0.06172839506172839
EN-Alto-1__mixed_voice__control__0002,EN-Alto-1,mixed_voice,control,learned of love and abcs skinned our hearts and skinned our knees goodbye my friend it's hard to die <SP>,learn of love and abc sing our hearts and skin our knees goodbye my friend it's hard to die,0.21052631578947367,0.1076923076923077
EN-Alto-1__mixed_voice__control__0010,EN-Alto-1,mixed_voice,control,we had joy we had fun we had seasons in the sun <AP> but the wine and the song <AP>,we had joy we had fun we had seasons in the sun but the why and the song,0.05555555555555555,0.02040816326530612
EN-Alto-1__mixed_voice__control__0005,EN-Alto-1,mixed_voice,control,we had joy we had fun we had seasons in the sun <AP> but the hills that we climbed <AP> were just seasons out of time <SP>,we had joy we had fun we had seasons in the sun but the hills that we climbed were just seasons out of time,0.0,0.0
EN-Alto-1__mixed_voice__control__0006,EN-Alto-1,mixed_voice,control,<SP> goodbye papa please pray for me <AP> was the black sheep of the family <SP>,goodbye papa please pray for me i was the black sheep of the family,0.07692307692307693,0.023255813953488372
EN-Alto-1__mixed_voice__control__0001,EN-Alto-1,mixed_voice,control,we've known each other since we were nine or ten <SP> together we've climbed hills and trees <SP>,we've known each other since when i were ten together we climb hills and trees,0.375,0.15384615384615385
EN-Alto-1__mixed_voice__control__0000,EN-Alto-1,mixed_voice,control,<AP> goodbye to you my trusted friend <AP>,goodbye to you my trusty friend,0.16666666666666666,0.08695652173913043
EN-Alto-1__mixed_voice__control__0007,EN-Alto-1,mixed_voice,control,you tried to teach me right from wrong <SP> too much wine and too much song wonder how i got along <AP>,you try to teach me right from wrong too much wine and too much song wonder how i got along,0.05,0.017543859649122806
EN-Alto-1__mixed_voice__control__0004,EN-Alto-1,mixed_voice,control,pretty girls are everywhere <SP> think of me and i'll be there <AP>,pretty girls are everywhere think of me and i'll be there,0.0,0.0
EN-Alto-1__mixed_voice__control__0008,EN-Alto-1,mixed_voice,control,goodbye papa it's hard to die <AP> when <AP> all the birds are singing in the sky <AP>,goodbye papa it's hard to die when all the birds are singing in the sky,0.0,0.0
EN-Alto-1__mixed_voice__control__0003,EN-Alto-1,mixed_voice,control,when all the birds are singing in the sky <AP> now that the spring is in the air <SP>,when all the birds are singing in the sky now that the spring is in the air,0.0,0.0
EN-Alto-1__mixed_voice__control__0002,EN-Alto-1,mixed_voice,control,learned of love and abcs skinned our hearts and skinned our knees goodbye my friend it's hard to die <SP>,learn of love and abc sing our hearts and skin our knees goodbye my friend it's hard to die,0.21052631578947367,0.1076923076923077
EN-Alto-1__mixed_voice__control__0005,EN-Alto-1,mixed_voice,control,we had joy we had fun we had seasons in the sun <AP> but the hills that we climbed <AP> were just seasons out of time <SP>,we had joy we had fun we had seasons in the sun but the hills that we climbed were just seasons out of time,0.0,0.0
EN-Alto-1__mixed_voice__control__0006,EN-Alto-1,mixed_voice,control,<SP> goodbye papa please pray for me <AP> was the black sheep of the family <SP>,goodbye papa please pray for me i was the black sheep of the family,0.07692307692307693,0.023255813953488372
EN-Alto-1__mixed_voice__control__0018,EN-Alto-1,mixed_voice,control,were just starfish on the beach we had joy <AP> we had fun we had seasons in the sun <AP>,we're just seasons out of touch we had joy we had fun we had seasons in the sun,0.2222222222222222,0.22641509433962265
EN-Alto-1__mixed_voice__control__0001,EN-Alto-1,mixed_voice,control,we've known each other since we were nine or ten <SP> together we've climbed hills and trees <SP>,we've known each other since when i were ten together we climb hills and trees,0.375,0.15384615384615385
EN-Alto-1__mixed_voice__control__0012,EN-Alto-1,mixed_voice,control,but the wine and the song <AP> like the seasons have all gone <SP>,but the why and the soul like the seasons have all gone,0.16666666666666666,0.08571428571428572
EN-Alto-1__mixed_voice__control__0013,EN-Alto-1,mixed_voice,control,<SP> goodbye michelle my little one <SP> you gave me love and helped me find the sun <SP>,good bye michel my little one you gave me love and helped me find the sun,0.2,0.0
EN-Alto-1__mixed_voice__control__0009,EN-Alto-1,mixed_voice,control,now that the spring is in the air <AP> little children everywhere <AP> when you see them i'll be there <AP>,now that spring is in the air little children everywhere when you see them i'll be there,0.05555555555555555,0.03571428571428571
EN-Alto-1__mixed_voice__control__0000,EN-Alto-1,mixed_voice,control,<AP> goodbye to you my trusted friend <AP>,goodbye to you my trusty friend,0.16666666666666666,0.08695652173913043
EN-Alto-1__mixed_voice__control__0007,EN-Alto-1,mixed_voice,control,you tried to teach me right from wrong <SP> too much wine and too much song wonder how i got along <AP>,you try to teach me right from wrong too much wine and too much song wonder how i got along,0.05,0.017543859649122806
EN-Alto-1__mixed_voice__control__0017,EN-Alto-1,mixed_voice,control,we had joy we had fun we had seasons in the sun <AP> but the stars we could reach <AP>,we had joy we had fun we had seasons in the sun but the hills that we climb,0.2222222222222222,0.23529411764705882
EN-Alto-1__mixed_voice__control__0011,EN-Alto-1,mixed_voice,control,like the seasons have all gone <AP> we had joy we had fun we had seasons in the sun <AP>,like the seasons have ago we had joy we had fun we had seasons in the sun,0.1111111111111111,0.07692307692307693
EN-Alto-1__mixed_voice__control__0015,EN-Alto-1,mixed_voice,control,when all the birds are singing in the sky <SP> now that the spring is in the air <SP>,when all the birds are singing in the sky now the spring is in the air,0.058823529411764705,0.06666666666666667
EN-Alto-1__mixed_voice__control__0004,EN-Alto-1,mixed_voice,control,pretty girls are everywhere <SP> think of me and i'll be there <AP>,pretty girls are everywhere think of me and i'll be there,0.0,0.0
EN-Alto-1__mixed_voice__control__0008,EN-Alto-1,mixed_voice,control,goodbye papa it's hard to die <AP> when <AP> all the birds are singing in the sky <AP>,goodbye papa it's hard to die when all the birds are singing in the sky,0.0,0.0
EN-Alto-1__mixed_voice__control__0003,EN-Alto-1,mixed_voice,control,when all the birds are singing in the sky <AP> now that the spring is in the air <SP>,when all the birds are singing in the sky now that the spring is in the air,0.0,0.0
EN-Alto-1__mixed_voice__control__0016,EN-Alto-1,mixed_voice,control,with the flowers everywhere <SP> i wish that we could both be there <AP>,with the flowers everywhere i wish that we could both be there,0.0,0.0
EN-Alto-1__mixed_voice__control__0014,EN-Alto-1,mixed_voice,control,and every time that i was down <SP> you would always come around and get my feet back on the ground goodbye michelle it's hard to die <SP>,and every time that i was done you would always come around and get my feet back on the ground goodbye my shawl is hard to die,0.15384615384615385,0.06172839506172839
EN-Alto-1__mixed_voice__control__0002,EN-Alto-1,mixed_voice,control,learned of love and abcs skinned our hearts and skinned our knees goodbye my friend it's hard to die <SP>,learn of love and abc sing our hearts and skin our knees goodbye my friend it's hard to die,0.21052631578947367,0.1076923076923077
EN-Alto-1__mixed_voice__control__0010,EN-Alto-1,mixed_voice,control,we had joy we had fun we had seasons in the sun <AP> but the wine and the song <AP>,we had joy we had fun we had seasons in the sun but the why and the song,0.05555555555555555,0.02040816326530612
EN-Alto-1__mixed_voice__control__0005,EN-Alto-1,mixed_voice,control,we had joy we had fun we had seasons in the sun <AP> but the hills that we climbed <AP> were just seasons out of time <SP>,we had joy we had fun we had seasons in the sun but the hills that we climbed were just seasons out of time,0.0,0.0
EN-Alto-1__mixed_voice__control__0006,EN-Alto-1,mixed_voice,control,<SP> goodbye papa please pray for me <AP> was the black sheep of the family <SP>,goodbye papa please pray for me i was the black sheep of the family,0.07692307692307693,0.023255813953488372
EN-Alto-1__mixed_voice__control__0001,EN-Alto-1,mixed_voice,control,we've known each other since we were nine or ten <SP> together we've climbed hills and trees <SP>,we've known each other since when i were ten together we climb hills and trees,0.375,0.15384615384615385
EN-Alto-1__mixed_voice__control__0000,EN-Alto-1,mixed_voice,control,<AP> goodbye to you my trusted friend <AP>,goodbye to you my trusty friend,0.16666666666666666,0.08695652173913043
EN-Alto-1__mixed_voice__control__0004,EN-Alto-1,mixed_voice,control,pretty girls are everywhere <SP> think of me and i'll be there <AP>,pretty girls are everywhere think of me and i'll be there,0.0,0.0
EN-Alto-1__mixed_voice__control__0003,EN-Alto-1,mixed_voice,control,when all the birds are singing in the sky <AP> now that the spring is in the air <SP>,when all the birds are singing in the sky now that the spring is in the air,0.0,0.0
EN-Alto-1__mixed_voice__control__0002,EN-Alto-1,mixed_voice,control,learned of love and abcs skinned our hearts and skinned our knees goodbye my friend it's hard to die <SP>,learn of love and abc sing our hearts and skin our knees goodbye my friend it's hard to die,0.21052631578947367,0.1076923076923077
EN-Alto-1__mixed_voice__control__0005,EN-Alto-1,mixed_voice,control,we had joy we had fun we had seasons in the sun <AP> but the hills that we climbed <AP> were just seasons out of time <SP>,we had joy we had fun we had seasons in the sun but the hills that we climbed were just seasons out of time,0.0,0.0
EN-Alto-1__mixed_voice__control__0006,EN-Alto-1,mixed_voice,control,<SP> goodbye papa please pray for me <AP> was the black sheep of the family <SP>,goodbye papa please pray for me i was the black sheep of the family,0.07692307692307693,0.023255813953488372
EN-Alto-1__mixed_voice__control__0018,EN-Alto-1,mixed_voice,control,were just starfish on the beach we had joy <AP> we had fun we had seasons in the sun <AP>,we're just seasons out of touch we had joy we had fun we had seasons in the sun,0.2222222222222222,0.22641509433962265
EN-Alto-1__mixed_voice__control__0001,EN-Alto-1,mixed_voice,control,we've known each other since we were nine or ten <SP> together we've climbed hills and trees <SP>,we've known each other since when i were ten together we climb hills and trees,0.375,0.15384615384615385
EN-Alto-1__mixed_voice__control__0012,EN-Alto-1,mixed_voice,control,but the wine and the song <AP> like the seasons have all gone <SP>,but the why and the soul like the seasons have all gone,0.16666666666666666,0.08571428571428572
EN-Alto-1__mixed_voice__control__0023,EN-Alto-1,mixed_voice,control,let the storm rage on <SP> the cold never bothered me anyway <SP>,let the storm rage on the cold never bothered me anyway,0.0,0.0
EN-Alto-1__mixed_voice__control__0013,EN-Alto-1,mixed_voice,control,<SP> goodbye michelle my little one <SP> you gave me love and helped me find the sun <SP>,good bye michel my little one you gave me love and helped me find the sun,0.2,0.0
EN-Alto-1__mixed_voice__control__0009,EN-Alto-1,mixed_voice,control,now that the spring is in the air <AP> little children everywhere <AP> when you see them i'll be there <AP>,now that spring is in the air little children everywhere when you see them i'll be there,0.05555555555555555,0.03571428571428571
EN-Alto-1__mixed_voice__control__0020,EN-Alto-1,mixed_voice,control,but the wine and the song <AP> like the seasons have all gone <AP> all our lives we had fun we had seasons in the sun <AP>,but the wine and the sun like the seasons have a gun we have joy and we have fun we have seasons in the sun,0.375,0.2463768115942029
EN-Alto-1__mixed_voice__control__0000,EN-Alto-1,mixed_voice,control,<AP> goodbye to you my trusted friend <AP>,goodbye to you my trusty friend,0.16666666666666666,0.08695652173913043
EN-Alto-1__mixed_voice__control__0007,EN-Alto-1,mixed_voice,control,you tried to teach me right from wrong <SP> too much wine and too much song wonder how i got along <AP>,you try to teach me right from wrong too much wine and too much song wonder how i got along,0.05,0.017543859649122806
EN-Alto-1__mixed_voice__control__0017,EN-Alto-1,mixed_voice,control,we had joy we had fun we had seasons in the sun <AP> but the stars we could reach <AP>,we had joy we had fun we had seasons in the sun but the hills that we climb,0.2222222222222222,0.23529411764705882
EN-Alto-1__mixed_voice__control__0022,EN-Alto-1,mixed_voice,control,here i stand in the light of day <SP>,here i stand in the light of day,0.0,0.0
EN-Alto-1__mixed_voice__control__0021,EN-Alto-1,mixed_voice,control,but the hills that <AP> we climbed were just seasons out of time <AP>,but the wine and the sun like the seasons have gone,0.75,0.631578947368421
EN-Alto-1__mixed_voice__control__0011,EN-Alto-1,mixed_voice,control,like the seasons have all gone <AP> we had joy we had fun we had seasons in the sun <AP>,like the seasons have ago we had joy we had fun we had seasons in the sun,0.1111111111111111,0.07692307692307693
EN-Alto-1__mixed_voice__control__0015,EN-Alto-1,mixed_voice,control,when all the birds are singing in the sky <SP> now that the spring is in the air <SP>,when all the birds are singing in the sky now the spring is in the air,0.058823529411764705,0.06666666666666667
EN-Alto-1__mixed_voice__control__0004,EN-Alto-1,mixed_voice,control,pretty girls are everywhere <SP> think of me and i'll be there <AP>,pretty girls are everywhere think of me and i'll be there,0.0,0.0
EN-Alto-1__mixed_voice__control__0008,EN-Alto-1,mixed_voice,control,goodbye papa it's hard to die <AP> when <AP> all the birds are singing in the sky <AP>,goodbye papa it's hard to die when all the birds are singing in the sky,0.0,0.0
EN-Alto-1__mixed_voice__control__0003,EN-Alto-1,mixed_voice,control,when all the birds are singing in the sky <AP> now that the spring is in the air <SP>,when all the birds are singing in the sky now that the spring is in the air,0.0,0.0
EN-Alto-1__mixed_voice__control__0019,EN-Alto-1,mixed_voice,control,but the stars <AP> we could reach were just starfish on the beach <AP> we had joy we had fun we had seasons in the sun <AP>,but the wine in the sun like the seasons have a gun we had joy we had fun we had seasons in the sun,0.4166666666666667,0.4225352112676056
EN-Alto-1__mixed_voice__control__0016,EN-Alto-1,mixed_voice,control,with the flowers everywhere <SP> i wish that we could both be there <AP>,with the flowers everywhere i wish that we could both be there,0.0,0.0
EN-Alto-1__mixed_voice__control__0014,EN-Alto-1,mixed_voice,control,and every time that i was down <SP> you would always come around and get my feet back on the ground goodbye michelle it's hard to die <SP>,and every time that i was done you would always come around and get my feet back on the ground goodbye my shawl is hard to die,0.15384615384615385,0.06172839506172839
EN-Alto-1__mixed_voice__control__0002,EN-Alto-1,mixed_voice,control,learned of love and abcs skinned our hearts and skinned our knees goodbye my friend it's hard to die <SP>,learn of love and abc sing our hearts and skin our knees goodbye my friend it's hard to die,0.21052631578947367,0.1076923076923077
EN-Alto-1__mixed_voice__control__0010,EN-Alto-1,mixed_voice,control,we had joy we had fun we had seasons in the sun <AP> but the wine and the song <AP>,we had joy we had fun we had seasons in the sun but the why and the song,0.05555555555555555,0.02040816326530612
EN-Alto-1__mixed_voice__control__0005,EN-Alto-1,mixed_voice,control,we had joy we had fun we had seasons in the sun <AP> but the hills that we climbed <AP> were just seasons out of time <SP>,we had joy we had fun we had seasons in the sun but the hills that we climbed were just seasons out of time,0.0,0.0
EN-Alto-1__mixed_voice__control__0006,EN-Alto-1,mixed_voice,control,<SP> goodbye papa please pray for me <AP> was the black sheep of the family <SP>,goodbye papa please pray for me i was the black sheep of the family,0.07692307692307693,0.023255813953488372
EN-Alto-1__mixed_voice__control__0001,EN-Alto-1,mixed_voice,control,we've known each other since we were nine or ten <SP> together we've climbed hills and trees <SP>,we've known each other since when i were ten together we climb hills and trees,0.375,0.15384615384615385
EN-Alto-1__mixed_voice__control__0012,EN-Alto-1,mixed_voice,control,but the wine and the song <AP> like the seasons have all gone <SP>,but the why and the soul like the seasons have all gone,0.16666666666666666,0.08571428571428572
EN-Alto-1__mixed_voice__control__0009,EN-Alto-1,mixed_voice,control,now that the spring is in the air <AP> little children everywhere <AP> when you see them i'll be there <AP>,now that spring is in the air little children everywhere when you see them i'll be there,0.05555555555555555,0.03571428571428571
EN-Alto-1__mixed_voice__control__0000,EN-Alto-1,mixed_voice,control,<AP> goodbye to you my trusted friend <AP>,goodbye to you my trusty friend,0.16666666666666666,0.08695652173913043
EN-Alto-1__mixed_voice__control__0007,EN-Alto-1,mixed_voice,control,you tried to teach me right from wrong <SP> too much wine and too much song wonder how i got along <AP>,you try to teach me right from wrong too much wine and too much song wonder how i got along,0.05,0.017543859649122806
EN-Alto-1__mixed_voice__control__0011,EN-Alto-1,mixed_voice,control,like the seasons have all gone <AP> we had joy we had fun we had seasons in the sun <AP>,like the seasons have ago we had joy we had fun we had seasons in the sun,0.1111111111111111,0.07692307692307693
EN-Alto-1__mixed_voice__control__0004,EN-Alto-1,mixed_voice,control,pretty girls are everywhere <SP> think of me and i'll be there <AP>,pretty girls are everywhere think of me and i'll be there,0.0,0.0
EN-Alto-1__mixed_voice__control__0008,EN-Alto-1,mixed_voice,control,goodbye papa it's hard to die <AP> when <AP> all the birds are singing in the sky <AP>,goodbye papa it's hard to die when all the birds are singing in the sky,0.0,0.0
EN-Alto-1__mixed_voice__control__0003,EN-Alto-1,mixed_voice,control,when all the birds are singing in the sky <AP> now that the spring is in the air <SP>,when all the birds are singing in the sky now that the spring is in the air,0.0,0.0
EN-Alto-1__mixed_voice__control__0002,EN-Alto-1,mixed_voice,control,learned of love and abcs skinned our hearts and skinned our knees goodbye my friend it's hard to die <SP>,learn of love and abc sing our hearts and skin our knees goodbye my friend it's hard to die,0.21052631578947367,0.1076923076923077
EN-Alto-1__mixed_voice__control__0010,EN-Alto-1,mixed_voice,control,we had joy we had fun we had seasons in the sun <AP> but the wine and the song <AP>,we had joy we had fun we had seasons in the sun but the why and the song,0.05555555555555555,0.02040816326530612
EN-Alto-1__mixed_voice__control__0005,EN-Alto-1,mixed_voice,control,we had joy we had fun we had seasons in the sun <AP> but the hills that we climbed <AP> were just seasons out of time <SP>,we had joy we had fun we had seasons in the sun but the hills that we climbed were just seasons out of time,0.0,0.0
EN-Alto-1__mixed_voice__control__0006,EN-Alto-1,mixed_voice,control,<SP> goodbye papa please pray for me <AP> was the black sheep of the family <SP>,goodbye papa please pray for me i was the black sheep of the family,0.07692307692307693,0.023255813953488372
EN-Alto-1__mixed_voice__control__0001,EN-Alto-1,mixed_voice,control,we've known each other since we were nine or ten <SP> together we've climbed hills and trees <SP>,we've known each other since when i were ten together we climb hills and trees,0.375,0.15384615384615385
EN-Alto-1__mixed_voice__control__0012,EN-Alto-1,mixed_voice,control,but the wine and the song <AP> like the seasons have all gone <SP>,but the why and the soul like the seasons have all gone,0.16666666666666666,0.08571428571428572
EN-Alto-1__mixed_voice__control__0013,EN-Alto-1,mixed_voice,control,<SP> goodbye michelle my little one <SP> you gave me love and helped me find the sun <SP>,good bye michel my little one you gave me love and helped me find the sun,0.2,0.0
EN-Alto-1__mixed_voice__control__0009,EN-Alto-1,mixed_voice,control,now that the spring is in the air <AP> little children everywhere <AP> when you see them i'll be there <AP>,now that spring is in the air little children everywhere when you see them i'll be there,0.05555555555555555,0.03571428571428571
EN-Alto-1__mixed_voice__control__0000,EN-Alto-1,mixed_voice,control,<AP> goodbye to you my trusted friend <AP>,goodbye to you my trusty friend,0.16666666666666666,0.08695652173913043
EN-Alto-1__mixed_voice__control__0007,EN-Alto-1,mixed_voice,control,you tried to teach me right from wrong <SP> too much wine and too much song wonder how i got along <AP>,you try to teach me right from wrong too much wine and too much song wonder how i got along,0.05,0.017543859649122806
EN-Alto-1__mixed_voice__control__0011,EN-Alto-1,mixed_voice,control,like the seasons have all gone <AP> we had joy we had fun we had seasons in the sun <AP>,like the seasons have ago we had joy we had fun we had seasons in the sun,0.1111111111111111,0.07692307692307693
EN-Alto-1__mixed_voice__control__0015,EN-Alto-1,mixed_voice,control,when all the birds are singing in the sky <SP> now that the spring is in the air <SP>,when all the birds are singing in the sky now the spring is in the air,0.058823529411764705,0.06666666666666667
EN-Alto-1__mixed_voice__control__0004,EN-Alto-1,mixed_voice,control,pretty girls are everywhere <SP> think of me and i'll be there <AP>,pretty girls are everywhere think of me and i'll be there,0.0,0.0
EN-Alto-1__mixed_voice__control__0008,EN-Alto-1,mixed_voice,control,goodbye papa it's hard to die <AP> when <AP> all the birds are singing in the sky <AP>,goodbye papa it's hard to die when all the birds are singing in the sky,0.0,0.0
EN-Alto-1__mixed_voice__control__0003,EN-Alto-1,mixed_voice,control,when all the birds are singing in the sky <AP> now that the spring is in the air <SP>,when all the birds are singing in the sky now that the spring is in the air,0.0,0.0
EN-Alto-1__mixed_voice__control__0016,EN-Alto-1,mixed_voice,control,with the flowers everywhere <SP> i wish that we could both be there <AP>,with the flowers everywhere i wish that we could both be there,0.0,0.0
EN-Alto-1__mixed_voice__control__0014,EN-Alto-1,mixed_voice,control,and every time that i was down <SP> you would always come around and get my feet back on the ground goodbye michelle it's hard to die <SP>,and every time that i was done you would always come around and get my feet back on the ground goodbye my shawl is hard to die,0.15384615384615385,0.06172839506172839
EN-Alto-1__mixed_voice__control__0002,EN-Alto-1,mixed_voice,control,learned of love and abcs skinned our hearts and skinned our knees goodbye my friend it's hard to die <SP>,learn of love and abc sing our hearts and skin our knees goodbye my friend it's hard to die,0.21052631578947367,0.1076923076923077
EN-Alto-1__mixed_voice__control__0010,EN-Alto-1,mixed_voice,control,we had joy we had fun we had seasons in the sun <AP> but the wine and the song <AP>,we had joy we had fun we had seasons in the sun but the why and the song,0.05555555555555555,0.02040816326530612
EN-Alto-1__mixed_voice__control__0005,EN-Alto-1,mixed_voice,control,we had joy we had fun we had seasons in the sun <AP> but the hills that we climbed <AP> were just seasons out of time <SP>,we had joy we had fun we had seasons in the sun but the hills that we climbed were just seasons out of time,0.0,0.0
EN-Alto-1__breathy__control__0006,EN-Alto-1,breathy,control,<SP> yes she will sing to those who hear <AP>,yes she will sing to those who hear,0.0,0.0
EN-Alto-1__breathy__control__0001,EN-Alto-1,breathy,control,there's a river <SP> full of memory <SP> sleep my darling safe and sound <SP>,there's a river full of memories sleep my darling safe and sound,0.08333333333333333,0.024390243902439025
EN-Alto-1__breathy__control__0012,EN-Alto-1,breathy,control,come my darling homeward bound <AP> when all is lost <SP>,come my darling homeward bound when all is lost,0.0,0.0
EN-Alto-1__breathy__control__0013,EN-Alto-1,breathy,control,then all is found <SP>,that not is found,0.5,0.36363636363636365
