corpus_stem,singer,style,song,group,utt_id,MFA Only,SOFA,gain_sofa_vs_mfa_ms
EN-Alto-1_Pharyngeal_who says_Paired_Speech_Group_0009,EN-Alto-1,Pharyngeal,who says,Paired_Speech_Group,0009,11.826923076923112,18.848295454545426,-7.021372377622313
EN-Alto-1_Pharyngeal_who says_Paired_Speech_Group_0010,EN-Alto-1,Pharyngeal,who says,Paired_Speech_Group,0010,22.519999999999982,31.091730769230733,-8.57173076923075
EN-Alto-1_Pharyngeal_who says_Paired_Speech_Group_0011,EN-Alto-1,Pharyngeal,who says,Paired_Speech_Group,0011,22.086956521739168,19.35708333333336,2.729873188405808
EN-Alto-1_Pharyngeal_who says_Paired_Speech_Group_0012,EN-Alto-1,Pharyngeal,who says,Paired_Speech_Group,0012,12.515151515151523,25.703833333333314,-13.188681818181792
EN-Alto-1_Pharyngeal_who says_Paired_Speech_Group_0013,EN-Alto-1,Pharyngeal,who says,Paired_Speech_Group,0013,14.681818181818151,24.7370731707317,-10.05525498891355
EN-Alto-1_Pharyngeal_who says_Paired_Speech_Group_0014,EN-Alto-1,Pharyngeal,who says,Paired_Speech_Group,0014,12.41666666666667,27.072258064516113,-14.655591397849443
EN-Alto-1_Pharyngeal_who says_Pharyngeal_Group_0000,EN-Alto-1,Pharyngeal,who says,Pharyngeal_Group,0000,19.166666666666718,33.42363636363638,-14.256969696969666
EN-Alto-1_Pharyngeal_who says_Pharyngeal_Group_0001,EN-Alto-1,Pharyngeal,who says,Pharyngeal_Group,0001,23.657894736842113,27.2775,-3.6196052631578866
EN-Alto-1_Pharyngeal_who says_Pharyngeal_Group_0002,EN-Alto-1,Pharyngeal,who says,Pharyngeal_Group,0002,17.750000000000007,21.088260869565215,-3.3382608695652074
EN-Alto-1_Pharyngeal_who says_Pharyngeal_Group_0003,EN-Alto-1,Pharyngeal,who says,Pharyngeal_Group,0003,,44.078239436619604,
EN-Alto-1_Pharyngeal_who says_Pharyngeal_Group_0004,EN-Alto-1,Pharyngeal,who says,Pharyngeal_Group,0004,108.37500000000003,25.841341463414665,82.53365853658536
EN-Alto-1_Pharyngeal_who says_Pharyngeal_Group_0005,EN-Alto-1,Pharyngeal,who says,Pharyngeal_Group,0005,41.56944444444435,47.67329787234038,-6.103853427896027
EN-Alto-1_Pharyngeal_who says_Pharyngeal_Group_0006,EN-Alto-1,Pharyngeal,who says,Pharyngeal_Group,0006,,56.708799999999954,
EN-Alto-1_Pharyngeal_who says_Pharyngeal_Group_0007,EN-Alto-1,Pharyngeal,who says,Pharyngeal_Group,0007,22.31666666666662,21.06416666666667,1.2524999999999515
EN-Alto-1_Pharyngeal_who says_Pharyngeal_Group_0008,EN-Alto-1,Pharyngeal,who says,Pharyngeal_Group,0008,42.1538461538461,22.425487804878024,19.728358348968072
EN-Alto-1_Pharyngeal_who says_Pharyngeal_Group_0009,EN-Alto-1,Pharyngeal,who says,Pharyngeal_Group,0009,,42.33756410256409,
EN-Alto-1_Pharyngeal_who says_Pharyngeal_Group_0010,EN-Alto-1,Pharyngeal,who says,Pharyngeal_Group,0010,,38.84246376811596,
EN-Alto-1_Pharyngeal_who says_Pharyngeal_Group_0011,EN-Alto-1,Pharyngeal,who says,Pharyngeal_Group,0011,139.4411764705882,33.86581081081077,105.57536565977743
EN-Alto-1_Pharyngeal_who says_Pharyngeal_Group_0012,EN-Alto-1,Pharyngeal,who says,Pharyngeal_Group,0012,30.68421052631573,60.0292,-29.344989473684272
EN-Alto-1_Pharyngeal_who says_Pharyngeal_Group_0013,EN-Alto-1,Pharyngeal,who says,Pharyngeal_Group,0013,34.28846153846155,35.29486842105265,-1.0064068825911008
EN-Alto-1_Pharyngeal_who says_Pharyngeal_Group_0014,EN-Alto-1,Pharyngeal,who says,Pharyngeal_Group,0014,45.391304347826114,116.32675000000002,-70.93544565217391
EN-Alto-1_Vibrato_edelweiss_Control_Group_0001,EN-Alto-1,Vibrato,edelweiss,Control_Group,0001,79.83333333333336,,
EN-Alto-1_Vibrato_edelweiss_Control_Group_0002,EN-Alto-1,Vibrato,edelweiss,Control_Group,0002,35.4375,,
EN-Alto-1_Vibrato_edelweiss_Control_Group_0003,EN-Alto-1,Vibrato,edelweiss,Control_Group,0003,308.22937499999995,,
EN-Alto-1_Vibrato_edelweiss_Control_Group_0004,EN-Alto-1,Vibrato,edelweiss,Control_Group,0004,28.880952380952277,,
EN-Alto-1_Vibrato_edelweiss_Control_Group_0005,EN-Alto-1,Vibrato,edelweiss,Control_Group,0005,28.423076923076884,,
EN-Alto-1_Vibrato_edelweiss_Control_Group_0007,EN-Alto-1,Vibrato,edelweiss,Control_Group,0007,73.57692307692308,,
EN-Alto-1_Vibrato_edelweiss_Paired_Speech_Group_0001,EN-Alto-1,Vibrato,edelweiss,Paired_Speech_Group,0001,11.382352941176487,,
EN-Alto-1_Vibrato_edelweiss_Paired_Speech_Group_0002,EN-Alto-1,Vibrato,edelweiss,Paired_Speech_Group,0002,26.22222222222222,,
EN-Alto-1_Vibrato_edelweiss_Paired_Speech_Group_0003,EN-Alto-1,Vibrato,edelweiss,Paired_Speech_Group,0003,11.499999999999986,,
EN-Alto-1_Vibrato_edelweiss_Paired_Speech_Group_0004,EN-Alto-1,Vibrato,edelweiss,Paired_Speech_Group,0004,10.208333333333348,,
EN-Alto-1_Vibrato_edelweiss_Paired_Speech_Group_0005,EN-Alto-1,Vibrato,edelweiss,Paired_Speech_Group,0005,15.714285714285712,,
EN-Alto-1_Vibrato_edelweiss_Paired_Speech_Group_0007,EN-Alto-1,Vibrato,edelweiss,Paired_Speech_Group,0007,13.527777777777775,,
EN-Alto-1_Vibrato_edelweiss_Vibrato_Group_0001,EN-Alto-1,Vibrato,edelweiss,Vibrato_Group,0001,94.54999999999997,,
EN-Alto-1_Vibrato_edelweiss_Vibrato_Group_0002,EN-Alto-1,Vibrato,edelweiss,Vibrato_Group,0002,42.64285714285724,,
EN-Alto-1_Vibrato_edelweiss_Vibrato_Group_0003,EN-Alto-1,Vibrato,edelweiss,Vibrato_Group,0003,124.36363636363636,,
EN-Alto-1_Vibrato_edelweiss_Vibrato_Group_0004,EN-Alto-1,Vibrato,edelweiss,Vibrato_Group,0004,29.190476190476105,,
EN-Alto-1_Vibrato_edelweiss_Vibrato_Group_0005,EN-Alto-1,Vibrato,edelweiss,Vibrato_Group,0005,33.10714285714282,,
EN-Alto-1_Vibrato_edelweiss_Vibrato_Group_0007,EN-Alto-1,Vibrato,edelweiss,Vibrato_Group,0007,32.3333333333333,,
EN-Alto-1_Vibrato_if you love me for me_Control_Group_0000,EN-Alto-1,Vibrato,if you love me for me,Control_Group,0000,50.92857142857144,,
EN-Alto-1_Vibrato_if you love me for me_Control_Group_0001,EN-Alto-1,Vibrato,if you love me for me,Control_Group,0001,35.86956521739136,,
EN-Alto-1_Vibrato_if you love me for me_Control_Group_0002,EN-Alto-1,Vibrato,if you love me for me,Control_Group,0002,36.111111111111065,,
EN-Alto-1_Vibrato_if you love me for me_Control_Group_0003,EN-Alto-1,Vibrato,if you love me for me,Control_Group,0003,41.24074074074069,,
EN-Alto-1_Vibrato_if you love me for me_Control_Group_0004,EN-Alto-1,Vibrato,if you love me for me,Control_Group,0004,51.51999999999999,,
EN-Alto-1_Vibrato_if you love me for me_Control_Group_0005,EN-Alto-1,Vibrato,if you love me for me,Control_Group,0005,36.700000000000024,,
EN-Alto-1_Vibrato_if you love me for me_Control_Group_0006,EN-Alto-1,Vibrato,if you love me for me,Control_Group,0006,21.871428571428606,,
EN-Alto-1_Vibrato_if you love me for me_Control_Group_0007,EN-Alto-1,Vibrato,if you love me for me,Control_Group,0007,36.203703703703624,,
EN-Alto-1_Vibrato_if you love me for me_Control_Group_0008,EN-Alto-1,Vibrato,if you love me for me,Control_Group,0008,53.81034482758619,,
EN-Alto-1_Vibrato_if you love me for me_Control_Group_0009,EN-Alto-1,Vibrato,if you love me for me,Control_Group,0009,24.999999999999943,,
EN-Alto-1_Vibrato_if you love me for me_Control_Group_0010,EN-Alto-1,Vibrato,if you love me for me,Control_Group,0010,72.94444444444437,,
EN-Alto-1_Vibrato_if you love me for me_Control_Group_0011,EN-Alto-1,Vibrato,if you love me for me,Control_Group,0011,22.275862068965527,,
EN-Alto-1_Vibrato_if you love me for me_Control_Group_0012,EN-Alto-1,Vibrato,if you love me for me,Control_Group,0012,15.678571428571567,,
EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0000,EN-Alto-1,Vibrato,if you love me for me,Paired_Speech_Group,0000,18.636363636363612,,
EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0001,EN-Alto-1,Vibrato,if you love me for me,Paired_Speech_Group,0001,18.839999999999993,,
EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0002,EN-Alto-1,Vibrato,if you love me for me,Paired_Speech_Group,0002,14.318181818181829,,
EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0003,EN-Alto-1,Vibrato,if you love me for me,Paired_Speech_Group,0003,18.285714285714274,,
EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0004,EN-Alto-1,Vibrato,if you love me for me,Paired_Speech_Group,0004,19.03846153846154,,
EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0005,EN-Alto-1,Vibrato,if you love me for me,Paired_Speech_Group,0005,19.499999999999993,,
EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0006,EN-Alto-1,Vibrato,if you love me for me,Paired_Speech_Group,0006,14.118421052631566,,
EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0007,EN-Alto-1,Vibrato,if you love me for me,Paired_Speech_Group,0007,18.616666666666635,,
EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0008,EN-Alto-1,Vibrato,if you love me for me,Paired_Speech_Group,0008,18.648648648648653,,
EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0009,EN-Alto-1,Vibrato,if you love me for me,Paired_Speech_Group,0009,15.714285714285712,,
EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0010,EN-Alto-1,Vibrato,if you love me for me,Paired_Speech_Group,0010,22.86206896551725,,
EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0011,EN-Alto-1,Vibrato,if you love me for me,Paired_Speech_Group,0011,14.234374999999957,,
EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0012,EN-Alto-1,Vibrato,if you love me for me,Paired_Speech_Group,0012,13.399999999999984,,
EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0000,EN-Alto-1,Vibrato,if you love me for me,Vibrato_Group,0000,67.40909090909122,,
EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0001,EN-Alto-1,Vibrato,if you love me for me,Vibrato_Group,0001,42.295454545454454,,
EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0002,EN-Alto-1,Vibrato,if you love me for me,Vibrato_Group,0002,26.9444444444444,,
EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0003,EN-Alto-1,Vibrato,if you love me for me,Vibrato_Group,0003,35.97999999999996,,
EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0004,EN-Alto-1,Vibrato,if you love me for me,Vibrato_Group,0004,42.07142857142864,,
EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0005,EN-Alto-1,Vibrato,if you love me for me,Vibrato_Group,0005,35.53333333333327,,
EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0006,EN-Alto-1,Vibrato,if you love me for me,Vibrato_Group,0006,29.121212121212064,,
EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0007,EN-Alto-1,Vibrato,if you love me for me,Vibrato_Group,0007,60.384615384615365,,
EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0008,EN-Alto-1,Vibrato,if you love me for me,Vibrato_Group,0008,33.28124999999997,,
EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0009,EN-Alto-1,Vibrato,if you love me for me,Vibrato_Group,0009,81.88888888888887,,
EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0010,EN-Alto-1,Vibrato,if you love me for me,Vibrato_Group,0010,114.33333333333348,,
EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0011,EN-Alto-1,Vibrato,if you love me for me,Vibrato_Group,0011,26.965517241379263,,
EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0012,EN-Alto-1,Vibrato,if you love me for me,Vibrato_Group,0012,41.15384615384612,,
EN-Alto-1_Vibrato_my heart will go on_Control_Group_0000,EN-Alto-1,Vibrato,my heart will go on,Control_Group,0000,40.76086956521733,43.18166666666667,-2.4207971014493452
EN-Alto-1_Vibrato_my heart will go on_Control_Group_0001,EN-Alto-1,Vibrato,my heart will go on,Control_Group,0001,58.411764705882376,66.98294117647059,-8.571176470588213
EN-Alto-1_Vibrato_my heart will go on_Control_Group_0002,EN-Alto-1,Vibrato,my heart will go on,Control_Group,0002,161.10000000000005,35.31323529411743,125.78676470588262
EN-Alto-1_Vibrato_my heart will go on_Control_Group_0003,EN-Alto-1,Vibrato,my heart will go on,Control_Group,0003,57.47222222222222,43.42888888888887,14.04333333333335
EN-Alto-1_Vibrato_my heart will go on_Control_Group_0004,EN-Alto-1,Vibrato,my heart will go on,Control_Group,0004,246.05555555555546,340.35312500000003,-94.29756944444458
EN-Alto-1_Vibrato_my heart will go on_Control_Group_0005,EN-Alto-1,Vibrato,my heart will go on,Control_Group,0005,46.22222222222232,120.10615384615382,-73.88393162393149
EN-Alto-1_Vibrato_my heart will go on_Control_Group_0006,EN-Alto-1,Vibrato,my heart will go on,Control_Group,0006,427.83333333333326,235.0169230769231,192.81641025641017
EN-Alto-1_Vibrato_my heart will go on_Control_Group_0007,EN-Alto-1,Vibrato,my heart will go on,Control_Group,0007,120.59090909090911,106.3153846153846,14.275524475524506
EN-Alto-1_Vibrato_my heart will go on_Control_Group_0008,EN-Alto-1,Vibrato,my heart will go on,Control_Group,0008,99.25000000000006,91.87913793103445,7.370862068965607
EN-Alto-1_Vibrato_my heart will go on_Control_Group_0009,EN-Alto-1,Vibrato,my heart will go on,Control_Group,0009,1012.9999999999997,89.27866666666678,923.7213333333328
EN-Alto-1_Vibrato_my heart will go on_Control_Group_0010,EN-Alto-1,Vibrato,my heart will go on,Control_Group,0010,318.9999999999999,185.73100000000002,133.26899999999986
EN-Alto-1_Vibrato_my heart will go on_Control_Group_0011,EN-Alto-1,Vibrato,my heart will go on,Control_Group,0011,76.68749999999991,123.90384615384622,-47.2163461538463
EN-Alto-1_Vibrato_my heart will go on_Control_Group_0012,EN-Alto-1,Vibrato,my heart will go on,Control_Group,0012,152.83333333333334,47.18306451612902,105.65026881720432
EN-Alto-1_Vibrato_my heart will go on_Paired_Speech_Group_0000,EN-Alto-1,Vibrato,my heart will go on,Paired_Speech_Group,0000,19.480000000000103,29.006136363636315,-9.526136363636212
EN-Alto-1_Vibrato_my heart will go on_Paired_Speech_Group_0001,EN-Alto-1,Vibrato,my heart will go on,Paired_Speech_Group,0001,11.666666666666693,20.8170588235294,-9.150392156862708
EN-Alto-1_Vibrato_my heart will go on_Paired_Speech_Group_0002,EN-Alto-1,Vibrato,my heart will go on,Paired_Speech_Group,0002,18.55000000000001,29.842142857142864,-11.292142857142853
EN-Alto-1_Vibrato_my heart will go on_Paired_Speech_Group_0003,EN-Alto-1,Vibrato,my heart will go on,Paired_Speech_Group,0003,16.199999999999978,40.234444444444435,-24.034444444444457
EN-Alto-1_Vibrato_my heart will go on_Paired_Speech_Group_0004,EN-Alto-1,Vibrato,my heart will go on,Paired_Speech_Group,0004,46.000000000000014,84.95928571428574,-38.95928571428573
EN-Alto-1_Vibrato_my heart will go on_Paired_Speech_Group_0005,EN-Alto-1,Vibrato,my heart will go on,Paired_Speech_Group,0005,39.346153846153854,64.75363636363636,-25.407482517482507
EN-Alto-1_Vibrato_my heart will go on_Paired_Speech_Group_0006,EN-Alto-1,Vibrato,my heart will go on,Paired_Speech_Group,0006,11.238095238095234,33.208571428571425,-21.97047619047619
EN-Alto-1_Vibrato_my heart will go on_Paired_Speech_Group_0007,EN-Alto-1,Vibrato,my heart will go on,Paired_Speech_Group,0007,15.812499999999993,37.30928571428573,-21.496785714285735
EN-Alto-1_Vibrato_my heart will go on_Paired_Speech_Group_0008,EN-Alto-1,Vibrato,my heart will go on,Paired_Speech_Group,0008,20.749999999999993,46.36788461538463,-25.61788461538464
EN-Alto-1_Vibrato_my heart will go on_Paired_Speech_Group_0009,EN-Alto-1,Vibrato,my heart will go on,Paired_Speech_Group,0009,16.805555555555593,26.406562500000064,-9.601006944444471
EN-Alto-1_Vibrato_my heart will go on_Paired_Speech_Group_0010,EN-Alto-1,Vibrato,my heart will go on,Paired_Speech_Group,0010,25.624999999999982,23.24529411764704,2.379705882352944
EN-Alto-1_Vibrato_my heart will go on_Paired_Speech_Group_0011,EN-Alto-1,Vibrato,my heart will go on,Paired_Speech_Group,0011,15.468750000000004,20.900937499999994,-5.432187499999991
EN-Alto-1_Vibrato_my heart will go on_Paired_Speech_Group_0012,EN-Alto-1,Vibrato,my heart will go on,Paired_Speech_Group,0012,11.363636363636386,31.512068965517198,-20.148432601880813
EN-Alto-1_Vibrato_my heart will go on_Vibrato_Group_0000,EN-Alto-1,Vibrato,my heart will go on,Vibrato_Group,0000,27.520000000000024,41.39565217391296,-13.875652173912933
EN-Alto-1_Vibrato_my heart will go on_Vibrato_Group_0001,EN-Alto-1,Vibrato,my heart will go on,Vibrato_Group,0001,133.42857142857162,52.904473684210444,80.52409774436117
EN-Alto-1_Vibrato_my heart will go on_Vibrato_Group_0002,EN-Alto-1,Vibrato,my heart will go on,Vibrato_Group,0002,71.49999999999989,83.98625,-12.486250000000112
EN-Alto-1_Vibrato_my heart will go on_Vibrato_Group_0003,EN-Alto-1,Vibrato,my heart will go on,Vibrato_Group,0003,101.66666666666659,34.87052631578942,66.79614035087717
EN-Alto-1_Vibrato_my heart will go on_Vibrato_Group_0004,EN-Alto-1,Vibrato,my heart will go on,Vibrato_Group,0004,50.909090909090885,107.07409090909091,-56.16500000000003
EN-Alto-1_Vibrato_my heart will go on_Vibrato_Group_0005,EN-Alto-1,Vibrato,my heart will go on,Vibrato_Group,0005,111.61111111111106,101.12750000000004,10.483611111111017
EN-Alto-1_Vibrato_my heart will go on_Vibrato_Group_0006,EN-Alto-1,Vibrato,my heart will go on,Vibrato_Group,0006,117.42307692307703,73.76656249999988,43.656514423077155
EN-Alto-1_Vibrato_my heart will go on_Vibrato_Group_0007,EN-Alto-1,Vibrato,my heart will go on,Vibrato_Group,0007,116.3636363636363,151.75850000000008,-35.39486363636378
EN-Alto-1_Vibrato_my heart will go on_Vibrato_Group_0008,EN-Alto-1,Vibrato,my heart will go on,Vibrato_Group,0008,69.57499999999995,63.644807692307694,5.930192307692252
EN-Alto-1_Vibrato_my heart will go on_Vibrato_Group_0009,EN-Alto-1,Vibrato,my heart will go on,Vibrato_Group,0009,1017.3333333333336,280.70300000000003,736.6303333333335
EN-Alto-1_Vibrato_my heart will go on_Vibrato_Group_0010,EN-Alto-1,Vibrato,my heart will go on,Vibrato_Group,0010,605.0,167.3869444444444,437.6130555555556
EN-Alto-1_Vibrato_my heart will go on_Vibrato_Group_0011,EN-Alto-1,Vibrato,my heart will go on,Vibrato_Group,0011,33.33333333333352,64.91461538461535,-31.581282051281825
EN-Alto-1_Vibrato_my heart will go on_Vibrato_Group_0012,EN-Alto-1,Vibrato,my heart will go on,Vibrato_Group,0012,139.58333333333337,152.11596153846142,-12.532628205128049
EN-Alto-2_Breathy_All of Me_Paired_Speech_Group_0005,EN-Alto-2,Breathy,All of Me,Paired_Speech_Group,0005,16.150000000000013,,
EN-Alto-2_Breathy_Dream It Possible_Breathy_Group_0003,EN-Alto-2,Breathy,Dream It Possible,Breathy_Group,0003,48.97500000000008,,
EN-Alto-2_Breathy_My Love_Breathy_Group_0004,EN-Alto-2,Breathy,My Love,Breathy_Group,0004,22.50000000000001,,
EN-Alto-2_Breathy_My Love_Breathy_Group_0008,EN-Alto-2,Breathy,My Love,Breathy_Group,0008,40.29999999999997,,
EN-Alto-2_Breathy_Someone Like You_Breathy_Group_0009,EN-Alto-2,Breathy,Someone Like You,Breathy_Group,0009,,71.35416666666669,
EN-Alto-2_Breathy_Someone Like You_Breathy_Group_0010,EN-Alto-2,Breathy,Someone Like You,Breathy_Group,0010,,25.689464285714354,
EN-Alto-2_Breathy_Someone Like You_Breathy_Group_0011,EN-Alto-2,Breathy,Someone Like You,Breathy_Group,0011,,43.598235294117735,
EN-Alto-2_Breathy_Someone Like You_Control_Group_0001,EN-Alto-2,Breathy,Someone Like You,Control_Group,0001,30.549999999999965,,
EN-Alto-2_Breathy_Someone Like You_Control_Group_0002,EN-Alto-2,Breathy,Someone Like You,Control_Group,0002,21.44444444444428,,
EN-Alto-2_Breathy_Someone Like You_Control_Group_0009,EN-Alto-2,Breathy,Someone Like You,Control_Group,0009,,73.07736842105257,
EN-Alto-2_Breathy_Someone You Loved_Breathy_Group_0002,EN-Alto-2,Breathy,Someone You Loved,Breathy_Group,0002,25.183333333333323,,
EN-Alto-2_Breathy_Yesterday Once More_Breathy_Group_0003,EN-Alto-2,Breathy,Yesterday Once More,Breathy_Group,0003,22.824999999999957,,
EN-Alto-2_Breathy_Yesterday Once More_Breathy_Group_0006,EN-Alto-2,Breathy,Yesterday Once More,Breathy_Group,0006,,101.96339999999995,
EN-Alto-2_Breathy_Yesterday Once More_Breathy_Group_0007,EN-Alto-2,Breathy,Yesterday Once More,Breathy_Group,0007,,51.02499999999998,
EN-Alto-2_Breathy_Yesterday Once More_Breathy_Group_0008,EN-Alto-2,Breathy,Yesterday Once More,Breathy_Group,0008,,118.73369565217399,
EN-Alto-2_Breathy_Yesterday Once More_Control_Group_0003,EN-Alto-2,Breathy,Yesterday Once More,Control_Group,0003,38.45999999999995,,
EN-Alto-2_Breathy_Yesterday Once More_Control_Group_0006,EN-Alto-2,Breathy,Yesterday Once More,Control_Group,0006,,90.49111111111115,
EN-Alto-2_Breathy_Yesterday Once More_Control_Group_0007,EN-Alto-2,Breathy,Yesterday Once More,Control_Group,0007,22.92857142857138,,
EN-Alto-2_Breathy_Yesterday Once More_Paired_Speech_Group_0006,EN-Alto-2,Breathy,Yesterday Once More,Paired_Speech_Group,0006,,23.336805555555586,
EN-Alto-2_Glissando_All of Me_Control_Group_0000,EN-Alto-2,Glissando,All of Me,Control_Group,0000,22.238095238095216,,
EN-Alto-2_Glissando_All of Me_Glissando_Group_0006,EN-Alto-2,Glissando,All of Me,Glissando_Group,0006,98.76923076923073,,
EN-Alto-2_Glissando_Easy On Me_Control_Group_0000,EN-Alto-2,Glissando,Easy On Me,Control_Group,0000,60.8,,
EN-Alto-2_Glissando_Easy On Me_Paired_Speech_Group_0001,EN-Alto-2,Glissando,Easy On Me,Paired_Speech_Group,0001,15.057142857142884,,
EN-Alto-2_Glissando_My Love_Glissando_Group_0003,EN-Alto-2,Glissando,My Love,Glissando_Group,0003,51.270270270270316,,
EN-Alto-2_Glissando_My Love_Paired_Speech_Group_0005,EN-Alto-2,Glissando,My Love,Paired_Speech_Group,0005,14.877551020408177,,
EN-Alto-2_Glissando_Someone Like You_Control_Group_0010,EN-Alto-2,Glissando,Someone Like You,Control_Group,0010,,106.16416666666682,
EN-Alto-2_Glissando_Someone Like You_Glissando_Group_0010,EN-Alto-2,Glissando,Someone Like You,Glissando_Group,0010,,52.122499999999995,
EN-Alto-2_Glissando_Someone Like You_Glissando_Group_0011,EN-Alto-2,Glissando,Someone Like You,Glissando_Group,0011,,23.727343750000003,
EN-Alto-2_Glissando_Someone Like You_Glissando_Group_0012,EN-Alto-2,Glissando,Someone Like You,Glissando_Group,0012,,38.87984848484844,
EN-Alto-2_Glissando_Someone Like You_Paired_Speech_Group_0001,EN-Alto-2,Glissando,Someone Like You,Paired_Speech_Group,0001,25.68421052631578,,
EN-Alto-2_Glissando_Someone Like You_Paired_Speech_Group_0010,EN-Alto-2,Glissando,Someone Like You,Paired_Speech_Group,0010,,21.796874999999982,
EN-Alto-2_Glissando_Someone Like You_Paired_Speech_Group_0011,EN-Alto-2,Glissando,Someone Like You,Paired_Speech_Group,0011,,32.66675000000001,
EN-Alto-2_Glissando_Someone Like You_Paired_Speech_Group_0012,EN-Alto-2,Glissando,Someone Like You,Paired_Speech_Group,0012,,109.14727272727276,
EN-Alto-2_Glissando_Yesterday Once More_Control_Group_0008,EN-Alto-2,Glissando,Yesterday Once More,Control_Group,0008,,60.34756756756749,
EN-Alto-2_Glissando_Yesterday Once More_Control_Group_0009,EN-Alto-2,Glissando,Yesterday Once More,Control_Group,0009,,85.6376923076923,
EN-Alto-2_Glissando_Yesterday Once More_Glissando_Group_0008,EN-Alto-2,Glissando,Yesterday Once More,Glissando_Group,0008,,39.87060975609756,
EN-Alto-2_Glissando_Yesterday Once More_Glissando_Group_0009,EN-Alto-2,Glissando,Yesterday Once More,Glissando_Group,0009,,36.49093749999999,
EN-Alto-2_Glissando_Yesterday Once More_Paired_Speech_Group_0008,EN-Alto-2,Glissando,Yesterday Once More,Paired_Speech_Group,0008,,28.854999999999993,
EN-Alto-2_Glissando_Yesterday Once More_Paired_Speech_Group_0009,EN-Alto-2,Glissando,Yesterday Once More,Paired_Speech_Group,0009,,19.217666666666684,
EN-Alto-2_Glissando_You Raise Me Up_Control_Group_0005,EN-Alto-2,Glissando,You Raise Me Up,Control_Group,0005,85.38235294117639,,
EN-Alto-2_Glissando_You Raise Me Up_Glissando_Group_0001,EN-Alto-2,Glissando,You Raise Me Up,Glissando_Group,0001,44.57142857142854,,
EN-Alto-2_Glissando_You Raise Me Up_Glissando_Group_0006,EN-Alto-2,Glissando,You Raise Me Up,Glissando_Group,0006,,74.53547619047615,
EN-Alto-2_Glissando_You Raise Me Up_Glissando_Group_0007,EN-Alto-2,Glissando,You Raise Me Up,Glissando_Group,0007,,30.7852272727273,
EN-Alto-2_Mixed_Voice_and_Falsetto_All of Me_Mixed_Voice_Group_0006,EN-Alto-2,Mixed_Voice_and_Falsetto,All of Me,Mixed_Voice_Group,0006,39.41666666666669,,
EN-Alto-2_Mixed_Voice_and_Falsetto_All of Me_Paired_Speech_Group_0000,EN-Alto-2,Mixed_Voice_and_Falsetto,All of Me,Paired_Speech_Group,0000,17.99999999999998,,
EN-Alto-2_Mixed_Voice_and_Falsetto_All of Me_Paired_Speech_Group_0003,EN-Alto-2,Mixed_Voice_and_Falsetto,All of Me,Paired_Speech_Group,0003,15.558823529411745,,
EN-Alto-2_Mixed_Voice_and_Falsetto_City Of Stars_Control_Group_0003,EN-Alto-2,Mixed_Voice_and_Falsetto,City Of Stars,Control_Group,0003,44.94117647058824,,
EN-Alto-2_Mixed_Voice_and_Falsetto_City Of Stars_Control_Group_0012,EN-Alto-2,Mixed_Voice_and_Falsetto,City Of Stars,Control_Group,0012,19.166666666666647,35.06304347826081,-15.896376811594163
EN-Alto-2_Mixed_Voice_and_Falsetto_City Of Stars_Control_Group_0013,EN-Alto-2,Mixed_Voice_and_Falsetto,City Of Stars,Control_Group,0013,,28.31766666666671,
EN-Alto-2_Mixed_Voice_and_Falsetto_City Of Stars_Falsetto_Group_0012,EN-Alto-2,Mixed_Voice_and_Falsetto,City Of Stars,Falsetto_Group,0012,,55.79500000000002,
EN-Alto-2_Mixed_Voice_and_Falsetto_City Of Stars_Falsetto_Group_0013,EN-Alto-2,Mixed_Voice_and_Falsetto,City Of Stars,Falsetto_Group,0013,,34.291428571428575,
